content,score,at,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming,sentimen,,
Sudah terinstal tpi knp kok madi v 271 mohon petunjuknya susah sekali updatnya,1,2024-11-20 17:27:15,sudah terinstal tpi knp kok madi v 271 mohon petunjuknya susah sekali updatnya,sudah terinstal tpi knp mengapa madi v 271 mohon petunjuknya susah sekali updatnya,terinstal tpi knp madi v 271 mohon petunjuknya susah updatnya,"['terinstal', 'tpi', 'knp', 'madi', 'v', '271', 'mohon', 'petunjuknya', 'susah', 'updatnya']",terinstal tpi knp madi v 271 mohon tunjuk susah updatnya,negatif,,
Parah bgt gabisa di update,2,2024-11-20 17:20:39,parah bgt gabisa di update,parah bgt gabisa di update,parah bgt gabisa update,"['parah', 'bgt', 'gabisa', 'update']",parah bgt gabisa update,negatif,,
Ganti versi dari 2.71 jadi 2.73 lumayan uga ya,5,2024-11-20 17:18:42,ganti versi dari 271 jadi 273 lumayan uga ya,ganti versi dari 271 jadi 273 lumayan uga iya,ganti versi 271 273 lumayan uga iya,"['ganti', 'versi', '271', '273', 'lumayan', 'uga', 'iya']",ganti versi 271 273 lumayan uga iya,positif,,
tidak dapat digunakan,1,2024-11-20 17:11:31,tidak dapat digunakan,tidak dapat digunakan,,[],,negatif,,
Server gagal masuk mulu,2,2024-11-20 17:05:54,server gagal masuk mulu,server gagal masuk mulu,server gagal masuk mulu,"['server', 'gagal', 'masuk', 'mulu']",server gagal masuk mulu,negatif,,
= makin di perbarui malah makin kacau nih aplikasi parah..,1,2024-11-20 16:59:18,makin di perbarui malah makin kacau nih aplikasi parah,makin di perbarui malah makin kacau nih aplikasi parah,perbarui kacau nih aplikasi parah,"['perbarui', 'kacau', 'nih', 'aplikasi', 'parah']",baru kacau nih aplikasi parah,negatif,,
Mantap,5,2024-11-20 16:54:11,mantap,mantap,mantap,['mantap'],mantap,positif,,
Klo msih bnyak bug jgn di launcing aplikasinya gua yg kpps sakit kepala,1,2024-11-20 16:52:55,klo msih bnyak bug jgn di launcing aplikasinya gua yg kpps sakit kepala,klo msih bnyak bug jgn di launcing aplikasinya gua yang kpps sakit kepala,klo msih bnyak bug jgn launcing aplikasinya gua kpps sakit kepala,"['klo', 'msih', 'bnyak', 'bug', 'jgn', 'launcing', 'aplikasinya', 'gua', 'kpps', 'sakit', 'kepala']",klo msih bnyak bug jgn launcing aplikasi gua kpps sakit kepala,negatif,,
Oke,5,2024-11-20 16:51:08,oke,oke,oke,['oke'],oke,positif,,
Semoga aplikasi nya tidak bermasalah dan terjadi Server Maintenance,5,2024-11-20 16:46:23,semoga aplikasi nya tidak bermasalah dan terjadi server maintenance,semoga aplikasi nya tidak bermasalah dan terjadi server maintenance,semoga aplikasi nya bermasalah server maintenance,"['semoga', 'aplikasi', 'nya', 'bermasalah', 'server', 'maintenance']",moga aplikasi nya masalah server maintenance,negatif,,
Tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login Berusaha Ampe stres tingkat dewa,3,2024-11-20 16:43:02,tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login berusaha ampe stres tingkat dewa,tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 saat ingin d pakai lagi nga bisa login berusaha ampe stres tingkat dewa,aman dh login praktek sirekap rapat bimtek 1 tiba2 d pakai nga login berusaha ampe stres tingkat dewa,"['aman', 'dh', 'login', 'praktek', 'sirekap', 'rapat', 'bimtek', '1', 'tiba2', 'd', 'pakai', 'nga', 'login', 'berusaha', 'ampe', 'stres', 'tingkat', 'dewa']",aman dh login praktek sirekap rapat bimtek 1 tiba2 d pakai nga login usaha ampe stres tingkat dewa,positif,,
Gonta ganti terus ribet pak,1,2024-11-20 16:34:08,gonta ganti terus ribet pak,gonta ganti terus ribet pak,gonta ganti ribet,"['gonta', 'ganti', 'ribet']",gonta ganti ribet,negatif,,
Aplikasi BOSOK,1,2024-11-20 16:33:32,aplikasi bosok,aplikasi bosok,aplikasi bosok,"['aplikasi', 'bosok']",aplikasi bosok,negatif,,
Apk ini ko tdk bisa masuk kenapa ka tdk bisa,3,2024-11-20 16:25:15,apk ini ko tdk bisa masuk kenapa ka tdk bisa,aplikasi ini ko tidak bisa masuk kenapa ka tidak bisa,aplikasi ko masuk ka,"['aplikasi', 'ko', 'masuk', 'ka']",aplikasi ko masuk ka,negatif,,
Mantap,5,2024-11-20 16:18:45,mantap,mantap,mantap,['mantap'],mantap,positif,,
"Dari versi 2.71 ngga bisa update ke 2.73, udah coba clear data malah log out dan ngga bisa login😢",1,2024-11-20 16:10:23,dari versi 271 ngga bisa update ke 273 udah coba clear data malah log out dan ngga bisa login,dari versi 271 ngga bisa update ke 273 sudah coba clear data malah log out dan ngga bisa login,versi 271 ngga update 273 coba clear data log out ngga login,"['versi', '271', 'ngga', 'update', '273', 'coba', 'clear', 'data', 'log', 'out', 'ngga', 'login']",versi 271 ngga update 273 coba clear data log out ngga login,negatif,,
Aplikasi busuk,1,2024-11-20 16:08:55,aplikasi busuk,aplikasi busuk,aplikasi busuk,"['aplikasi', 'busuk']",aplikasi busuk,positif,,
Cara atasi terjadi kesalahan saat melakukan inisialisasi aplikasi gi mana atau gagal mendapakan kunci digital solusinya gi mana ..?,2,2024-11-20 16:03:59,cara atasi terjadi kesalahan saat melakukan inisialisasi aplikasi gi mana atau gagal mendapakan kunci digital solusinya gi mana,cara atasi terjadi kesalahan saat melakukan inisialisasi aplikasi gi mana atau gagal mendapakan kunci digital solusinya gi mana,atasi kesalahan inisialisasi aplikasi gi gagal mendapakan kunci digital solusinya gi,"['atasi', 'kesalahan', 'inisialisasi', 'aplikasi', 'gi', 'gagal', 'mendapakan', 'kunci', 'digital', 'solusinya', 'gi']",atas salah inisial aplikasi gi gagal mendapa kunci digital solusi gi,negatif,,
"Aplikasi pemerintah qo gini banget,",1,2024-11-20 16:01:10,aplikasi pemerintah qo gini banget,aplikasi pemerintah qo begini banget,aplikasi pemerintah qo banget,"['aplikasi', 'pemerintah', 'qo', 'banget']",aplikasi perintah qo banget,negatif,,
begini amat aplikasi nya mau masuk aja kaga bisa,1,2024-11-20 15:50:11,begini amat aplikasi nya mau masuk aja kaga bisa,begini amat aplikasi nya ingin masuk saja kaga bisa,aplikasi nya masuk kaga,"['aplikasi', 'nya', 'masuk', 'kaga']",aplikasi nya masuk kaga,negatif,,
𝗞𝗮𝗸 𝗸𝗲𝗻𝗮𝗽𝗮 𝗴𝗮𝗸 𝗯𝗶𝘀𝗮 𝗬𝗮 𝘂𝗻𝘁𝘂𝗞 𝗯𝗶𝗺𝘁𝗲𝗸𝟱 𝗻𝘆𝗮,2,2024-11-20 15:43:04,,,,[],,negatif,,
Aplikasi mantap,5,2024-11-20 15:39:31,aplikasi mantap,aplikasi mantap,aplikasi mantap,"['aplikasi', 'mantap']",aplikasi mantap,positif,,
"Parah smpek emosi gw masuk gagal terus, ciri² aplikasi ribet kayak pilpres kemarin ini, .....😤",1,2024-11-20 15:36:35,parah smpek emosi gw masuk gagal terus ciri aplikasi ribet kayak pilpres kemarin ini,parah smpek emosi gw masuk gagal terus ciri aplikasi ribet kayak pilpres kemarin ini,parah smpek emosi gw masuk gagal ciri aplikasi ribet kayak pilpres kemarin,"['parah', 'smpek', 'emosi', 'gw', 'masuk', 'gagal', 'ciri', 'aplikasi', 'ribet', 'kayak', 'pilpres', 'kemarin']",parah smpek emosi gw masuk gagal ciri aplikasi ribet kayak pilpres kemarin,negatif,,
Alhamdulillah sdh bisa langsung login.. Semoga hari H nanti tidak gangguan... 👍👍,5,2024-11-20 15:32:35,alhamdulillah sdh bisa langsung login semoga hari h nanti tidak gangguan,alhamdulillah sdh bisa langsung login semoga hari h nanti tidak gangguan,alhamdulillah sdh langsung login semoga h gangguan,"['alhamdulillah', 'sdh', 'langsung', 'login', 'semoga', 'h', 'gangguan']",alhamdulillah sdh langsung login moga h ganggu,positif,,
🔥,5,2024-11-20 15:30:03,,,,[],,netral,,
Saya lupa password apakah bisa di bantu?,4,2024-11-20 15:24:16,saya lupa password apakah bisa di bantu,saya lupa password apakah bisa di bantu,lupa password bantu,"['lupa', 'password', 'bantu']",lupa password bantu,netral,,
"Alhamdulillah lancar untuk bimtek dan upload berkas sirekap. semoga aman lancar jaya aplikasinya sampai pilkada selesai, Aamiin",5,2024-11-20 15:15:40,alhamdulillah lancar untuk bimtek dan upload berkas sirekap semoga aman lancar jaya aplikasinya sampai pilkada selesai aamiin,alhamdulillah lancar untuk bimtek dan upload berkas sirekap semoga aman lancar jaya aplikasinya sampai pilkada selesai aamiin,alhamdulillah lancar bimtek upload berkas sirekap semoga aman lancar jaya aplikasinya pilkada selesai aamiin,"['alhamdulillah', 'lancar', 'bimtek', 'upload', 'berkas', 'sirekap', 'semoga', 'aman', 'lancar', 'jaya', 'aplikasinya', 'pilkada', 'selesai', 'aamiin']",alhamdulillah lancar bimtek upload berkas sirekap moga aman lancar jaya aplikasi pilkada selesai aamiin,positif,,
Ok,4,2024-11-20 15:11:44,ok,ok,ok,['ok'],ok,positif,,
selalu gagal mendapatkan sertifikat,1,2024-11-20 14:55:30,selalu gagal mendapatkan sertifikat,selalu gagal mendapatkan sertifikat,gagal sertifikat,"['gagal', 'sertifikat']",gagal sertifikat,negatif,,
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,3,2024-11-20 14:50:05,setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,uji beban rekapitulasi profil dimunculkan 1,"['uji', 'beban', 'rekapitulasi', 'profil', 'dimunculkan', '1']",uji beban rekapitulasi profil muncul 1,negatif,,
Aman,5,2024-11-20 14:49:18,aman,aman,aman,['aman'],aman,positif,,
Aplikasi kudet,1,2024-11-20 14:40:59,aplikasi kudet,aplikasi kudet,aplikasi kudet,"['aplikasi', 'kudet']",aplikasi kudet,negatif,,
Tidak ramah bintang satu,1,2024-11-20 14:40:28,tidak ramah bintang satu,tidak ramah bintang satu,ramah bintang,"['ramah', 'bintang']",ramah bintang,negatif,,
Bagus,5,2024-11-20 14:40:22,bagus,bagus,bagus,['bagus'],bagus,positif,,
Aplikasi yg amat sangat buruk.,1,2024-11-20 14:35:35,aplikasi yg amat sangat buruk,aplikasi yang amat sangat buruk,aplikasi buruk,"['aplikasi', 'buruk']",aplikasi buruk,negatif,,
Kyknyaaaaaa Masih lancar app judi dehhh 😂😂 kenapa app negara sejelek ini aduhhhh gimana si,1,2024-11-20 14:34:50,kyknyaaaaaa masih lancar app judi dehhh kenapa app negara sejelek ini aduhhhh gimana si,kyknyaaaaaa masih lancar app judi dehhh kenapa app negara sejelek ini aduhhhh gimana si,kyknyaaaaaa lancar app judi dehhh app negara sejelek aduhhhh gimana si,"['kyknyaaaaaa', 'lancar', 'app', 'judi', 'dehhh', 'app', 'negara', 'sejelek', 'aduhhhh', 'gimana', 'si']",kyknyaaaaaa lancar app judi dehhh app negara jelek aduhhhh gimana si,positif,,
install ✅ login ✅ ganti password ✅ logout ✅ login kembali ❌ 🤣🤣🤣 luar biasa,1,2024-11-20 14:33:39,install login ganti password logout login kembali luar biasa,install login ganti password logout login kembali luar biasa,install login ganti password logout login,"['install', 'login', 'ganti', 'password', 'logout', 'login']",install login ganti password logout login,positif,,
Lalod,1,2024-11-20 14:31:05,lalod,lalod,lalod,['lalod'],lalod,negatif,,
Pembaruan yg meribetkan,1,2024-11-20 14:29:25,pembaruan yg meribetkan,pembaruan yang meribetkan,pembaruan meribetkan,"['pembaruan', 'meribetkan']",baru meribetkan,negatif,,
Kok belum bisa update,1,2024-11-20 14:26:21,kok belum bisa update,mengapa belum bisa update,update,['update'],update,negatif,,
Plis gak boleh ngadat smp hari H,5,2024-11-20 14:24:01,plis gak boleh ngadat smp hari h,plis tidak boleh ngadat smp hari h,plis ngadat smp h,"['plis', 'ngadat', 'smp', 'h']",plis ngadat smp h,negatif,,
Susah Up date,1,2024-11-20 14:23:56,susah up date,susah up date,susah up date,"['susah', 'up', 'date']",susah up date,negatif,,
tidak bisa diinstal versi 2.73,2,2024-11-20 14:19:33,tidak bisa diinstal versi 273,tidak bisa diinstal versi 273,diinstal versi 273,"['diinstal', 'versi', '273']",diinstal versi 273,negatif,,
Mayan,5,2024-11-20 14:16:17,mayan,mayan,mayan,['mayan'],mayan,netral,,
Kok gc bisa loging di HP vivo sih💀,1,2024-11-20 14:13:09,kok gc bisa loging di hp vivo sih,mengapa gc bisa loging di hp vivo sih,gc loging hp vivo sih,"['gc', 'loging', 'hp', 'vivo', 'sih']",gc loging hp vivo sih,negatif,,
Cakep,5,2024-11-20 14:11:18,cakep,cakep,cakep,['cakep'],cakep,positif,,
Bagus,5,2024-11-20 14:10:37,bagus,bagus,bagus,['bagus'],bagus,positif,,
Error terus waktu ganti profil,1,2024-11-20 14:02:32,error terus waktu ganti profil,error terus waktu ganti profil,error ganti profil,"['error', 'ganti', 'profil']",error ganti profil,negatif,,
Kpps kedua sy,5,2024-11-20 14:00:19,kpps kedua sy,kpps kedua saya,kpps,['kpps'],kpps,netral,,
Gajelas apk banyak trouble nya aneh,1,2024-11-20 13:58:27,gajelas apk banyak trouble nya aneh,gajelas aplikasi banyak trouble nya aneh,gajelas aplikasi trouble nya aneh,"['gajelas', 'aplikasi', 'trouble', 'nya', 'aneh']",gajelas aplikasi trouble nya aneh,negatif,,
Negara bikin ginian aja trobel terus dari tahun ke tahun. Jangan sungkan2 pakai developer luar yg sudah berpengalaman,1,2024-11-20 13:54:51,negara bikin ginian aja trobel terus dari tahun ke tahun jangan sungkan2 pakai developer luar yg sudah berpengalaman,negara bikin ginian saja trobel terus dari tahun ke tahun jangan sungkan2 pakai developer luar yang sudah berpengalaman,negara bikin ginian trobel sungkan2 pakai developer berpengalaman,"['negara', 'bikin', 'ginian', 'trobel', 'sungkan2', 'pakai', 'developer', 'berpengalaman']",negara bikin ginian trobel sungkan2 pakai developer alam,negatif,,
"Apk baru login aja nyusahin, kalo emang niat bikin yang bagus sekalian, jangan setengah², mendingan gausah kalo gitu, semoga pilkakda taun ini aman² aja ga kya pilpres kemarin, udah niat bimtek terus pas hari pemilihan apknya malah ngga bisa dipake",1,2024-11-20 13:48:41,apk baru login aja nyusahin kalo emang niat bikin yang bagus sekalian jangan setengah mendingan gausah kalo gitu semoga pilkakda taun ini aman aja ga kya pilpres kemarin udah niat bimtek terus pas hari pemilihan apknya malah ngga bisa dipake,aplikasi baru login saja nyusahin kalau emang niat bikin yang bagus sekalian jangan setengah mendingan gausah kalau gitu semoga pilkakda taun ini aman saja tidak kya pilpres kemarin sudah niat bimtek terus saat hari pemilihan apknya malah ngga bisa dipake,aplikasi login nyusahin emang niat bikin bagus mendingan gausah gitu semoga pilkakda taun aman kya pilpres kemarin niat bimtek pemilihan apknya ngga dipake,"['aplikasi', 'login', 'nyusahin', 'emang', 'niat', 'bikin', 'bagus', 'mendingan', 'gausah', 'gitu', 'semoga', 'pilkakda', 'taun', 'aman', 'kya', 'pilpres', 'kemarin', 'niat', 'bimtek', 'pemilihan', 'apknya', 'ngga', 'dipake']",aplikasi login nyusahin emang niat bikin bagus mending gausah gitu moga pilkakda taun aman kya pilpres kemarin niat bimtek pilih apknya ngga dipake,negatif,,
aplikasi abal2 tpi biaya milyaran,1,2024-11-20 13:47:39,aplikasi abal2 tpi biaya milyaran,aplikasi abal2 tpi biaya milyaran,aplikasi abal2 tpi biaya milyaran,"['aplikasi', 'abal2', 'tpi', 'biaya', 'milyaran']",aplikasi abal2 tpi biaya milyaran,negatif,,
"Tanggal 20 november, aplikasi tidak dapat diupdate. Tanggal 7 November 2024 ""Aplikasi versi ini sudah tidak dapat digunakan""",1,2024-11-20 13:46:12,tanggal 20 november aplikasi tidak dapat diupdate tanggal 7 november 2024 aplikasi versi ini sudah tidak dapat digunakan,tanggal 20 november aplikasi tidak dapat diupdate tanggal 7 november 2024 aplikasi versi ini sudah tidak dapat digunakan,tanggal 20 november aplikasi diupdate tanggal 7 november 2024 aplikasi versi,"['tanggal', '20', 'november', 'aplikasi', 'diupdate', 'tanggal', '7', 'november', '2024', 'aplikasi', 'versi']",tanggal 20 november aplikasi diupdate tanggal 7 november 2024 aplikasi versi,negatif,,
Mantapppp,5,2024-11-20 13:43:09,mantapppp,mantapppp,mantapppp,['mantapppp'],mantapppp,netral,,
Semoga bisa di andalkan sampe hari H agar tidak membebani relawan,5,2024-11-20 13:41:55,semoga bisa di andalkan sampe hari h agar tidak membebani relawan,semoga bisa di andalkan sampe hari h agar tidak membebani relawan,semoga andalkan sampe h membebani relawan,"['semoga', 'andalkan', 'sampe', 'h', 'membebani', 'relawan']",moga andal sampe h beban rawan,negatif,,
"Gerakan kamera mohon ditingkatkan, terasa sangat berat dan patah patah",1,2024-11-20 13:39:08,gerakan kamera mohon ditingkatkan terasa sangat berat dan patah patah,gerakan kamera mohon ditingkatkan terasa sangat berat dan patah patah,gerakan kamera mohon ditingkatkan berat patah patah,"['gerakan', 'kamera', 'mohon', 'ditingkatkan', 'berat', 'patah', 'patah']",gera kamera mohon tingkat berat patah patah,netral,,
Bagus aman,5,2024-11-20 13:37:25,bagus aman,bagus aman,bagus aman,"['bagus', 'aman']",bagus aman,positif,,
"271 lancar, update 273. Malah nggak bisa login , keterangan. Salah username dan password.. pie kieeee",1,2024-11-20 13:36:58,271 lancar update 273 malah nggak bisa login keterangan salah username dan password pie kieeee,271 lancar update 273 malah nggak bisa login keterangan salah username dan password pie kieeee,271 lancar update 273 nggak login keterangan salah username password pie kieeee,"['271', 'lancar', 'update', '273', 'nggak', 'login', 'keterangan', 'salah', 'username', 'password', 'pie', 'kieeee']",271 lancar update 273 nggak login terang salah username password pie kieeee,negatif,,
Mantap,5,2024-11-20 13:32:00,mantap,mantap,mantap,['mantap'],mantap,positif,,
"Saya tidak bisa memilih bimtek, hanya bisa memilih rekapitulasi. Jika saya pilih bimtek saya tidak bisa login ke dalam aplikasi. Hal tersebut sangat menghabat pekerjaan, serta pemahaman dan pemgalaman saya dalam menggunakan fitur2 yg ada di aplikasi.",2,2024-11-20 13:27:25,saya tidak bisa memilih bimtek hanya bisa memilih rekapitulasi jika saya pilih bimtek saya tidak bisa login ke dalam aplikasi hal tersebut sangat menghabat pekerjaan serta pemahaman dan pemgalaman saya dalam menggunakan fitur2 yg ada di aplikasi,saya tidak bisa memilih bimtek hanya bisa memilih rekapitulasi jika saya pilih bimtek saya tidak bisa login ke dalam aplikasi hal tersebut sangat menghabat pekerjaan serta pemahaman dan pemgalaman saya dalam menggunakan fitur2 yang ada di aplikasi,memilih bimtek memilih rekapitulasi pilih bimtek login aplikasi menghabat pekerjaan pemahaman pemgalaman fitur2 aplikasi,"['memilih', 'bimtek', 'memilih', 'rekapitulasi', 'pilih', 'bimtek', 'login', 'aplikasi', 'menghabat', 'pekerjaan', 'pemahaman', 'pemgalaman', 'fitur2', 'aplikasi']",pilih bimtek pilih rekapitulasi pilih bimtek login aplikasi menghabat kerja paham pemgalaman fitur2 aplikasi,negatif,,
