content,score,at,sentimen,,
Agak sedikit lelet,4,2024-11-11 04:49:30,negatif,,
Ini pak masih aktif kan atau kadaluarsa,1,2024-11-11 04:49:04,netral,,
"kalau udah gak bisa pakai versi ini setidaknya upgrade melalui playstore,udah coba download pake link yang dikasi dari sononya juga g bisa eughh,udah mendekati hari h tapi masih banyak yang belum bisa masuk apk!",1,2024-11-11 04:33:37,negatif,,
"Aplikasi pemerintah ini bobrokk, bikin onar, sekelas KPU ga bisa mengoptimalkan jangankan bekerja, login aja susah. Saya rasa ga ada lagi judul berita tv yg semenyakitkan ""SUARA RAKYAT VS SIREKAP""",1,2024-11-11 04:31:49,negatif,,
Mantap sekali,5,2024-11-11 04:30:00,positif,,
Parah sih,1,2024-11-11 04:24:23,negatif,,
Baik,5,2024-11-11 04:19:07,positif,,
Aplikasi patah tidak berguna,1,2024-11-11 04:12:38,negatif,,
Kereeennn,5,2024-11-11 03:53:26,positif,,
Bagus banget bjir wkwk,3,2024-11-11 03:52:41,positif,,
Tidak bisa masuk ke aplikasi,1,2024-11-11 03:50:53,negatif,,
Saya pernah menjadi kpps pemegang aplikasi sirekap dari pilkada 2020,5,2024-11-11 03:45:25,netral,,
Sangat membantu,5,2024-11-11 03:38:24,positif,,
Bagus dan cepat,5,2024-11-11 03:36:53,positif,,
Mantul,5,2024-11-11 03:29:10,positif,,
"Kalau nggak butuh² amat ne aplikasi malas benar dah, ini sudah puluhan kali instal trus uninstall. Aplikasi sudah tidak berlaku terus kenapa di arahkan kesini kalau tidak berlaku 😵‍💫",2,2024-11-11 03:25:00,negatif,,
sirekap,5,2024-11-11 03:09:22,netral,,
Aplikasi bobrok gini masih jg dipake !!! Apa aja kerja kalian yg di kpu !!! Hadeeuh,1,2024-11-11 03:07:11,negatif,,
Maju terus Negriku,5,2024-11-11 03:06:49,netral,,
Mantap,5,2024-11-11 02:57:55,positif,,
Sangat baik untuk digunakan,5,2024-11-11 02:56:45,positif,,
Baik cuma saya blum dapat username dan password,3,2024-11-11 02:54:59,positif,,
Aplikasi tidak bisa digunakan....versi sdh beda....tolong diupgrade buat besok batasnya,3,2024-11-11 02:48:01,negatif,,
Sempat login tapi pas mau login lagi invalid password Ama username,3,2024-11-11 02:21:15,netral,,
Keren,5,2024-11-11 02:17:29,positif,,
Tidak dapat uptudate apk ini,5,2024-11-11 02:16:24,negatif,,
"Dh bolak balik download.kenapa tetap saja GK bisa di buka? Dan bilang ""versi ini sudah tidak dapat di gunakan"" trus",4,2024-11-11 02:11:34,negatif,,
Sabar Aja malahan aplikasi ini lebih bagus. Darinkemarin. Untuk gubenur dan walkot . Di di kelurahan kamu membuat aplikasi versi Offline nya biar permudah perhitungan. 🙏,5,2024-11-11 02:10:11,positif,,
Aps kurang update,3,2024-11-11 02:01:24,negatif,,
Masih terkendala belum bisa submit,5,2024-11-11 01:10:50,negatif,,
Semoga Sirekap Lancar gada gangguan,5,2024-11-11 00:51:20,positif,,
"Bagus,, tpi kadang ada masalah gx mau masuk",3,2024-11-11 00:44:28,positif,,
"Bernar"" kacau🤦🏻 kok bukan makin bagus malahan makin jelek, sudah didownload malahan GK bisa digunakan. Mohon maaf namun setidaknya sebelum anda menghimbau penguna direkap untuk mendownload Aplikasih direkap mendingan dites dan diuji coba dulu kelayakan dan fungsih direkap itu sendiri apakah layak dan berhasil digunakan apa tidak! Saat pemilu direkap tinyatakan Eror kok sekarang saat pilkada malahan lebih kacau..! Buat aja aplikasih lain..",1,2024-11-11 00:12:42,negatif,,
Parah..,1,2024-11-11 00:08:46,negatif,,
Apalah,1,2024-11-11 00:05:06,netral,,
tidak berguna,1,2024-11-10 23:20:35,negatif,,
"Asli, mereka ga belajar dari waktu kasus Pilpres kemarin. Aplikasi error masih aja dipake",1,2024-11-10 23:07:21,negatif,,
susah loading tetus,1,2024-11-10 23:06:18,negatif,,
Apa ini gak guna,1,2024-11-10 22:39:38,negatif,,
Aplikasi versi ini udah tidak bisa di gunakan,4,2024-11-10 22:28:49,negatif,,
Ini masukan ya BPK/ibu terlebih Khusus Admin Atau pencipta Aplikasi ini . Kalo apknya sudah kadaluarsa dan Versinya sudah tidak bisa di gunakan Silahkan di upgrade kembali dong biar kita jangan buang2 Kuota Kita hanya Mendownload Apk ini ketika Di buka mohon mahaf aplikasi versi ini sudah tidak dapat digunakan 🙄 Mohon ditindak lanjuti 🙏 Terimakasih,5,2024-11-10 22:09:18,negatif,,
Oke,5,2024-11-10 21:35:32,positif,,
aplikasi tidak dapat diakses,1,2024-11-10 21:19:44,negatif,,
Aplikasi tidak bisa di gunakan,1,2024-11-10 18:53:54,negatif,,
Saya tidak bisa daftar ni tolong bantu saya daftar k,5,2024-11-10 17:44:25,negatif,,
Update woy,1,2024-11-10 17:29:23,negatif,,
"Aplikasi gak jelas, padahal linknya langsung dari KPU,, 🤔, Parah",1,2024-11-10 17:19:31,negatif,,
Mantap,5,2024-11-10 17:04:55,positif,,
"Wis kacau , aplikasi nya sudah tidak dapat di gunakan .. Itu maksudnya apa yah",1,2024-11-10 16:50:06,negatif,,
"Sudah 3x pegang sirekap ga ada perubahan, bermasalah terus....",1,2024-11-10 16:45:43,negatif,,
Saya maunya sirekap terbaru,1,2024-11-10 16:16:08,netral,,
"Udah di download gs bisa di buka, tulisannya aplikasi ini sudah tidak dapat digunakan gimana ini",2,2024-11-10 16:11:14,negatif,,
Sangat buruk tidak bermanfaat,1,2024-11-10 16:10:51,negatif,,
Gimana ini udah dikirim link dari KPU tapi ketika di istal dan buka aplikasi sudah tidak berlaku katanya gimana ini,1,2024-11-10 15:57:36,negatif,,
Masa dapat Likn langsung diarahkan ke Playsore di buka Versi ini sudah Tidak digunakan Lagi😡,1,2024-11-10 15:45:26,negatif,,
Ok sipp,5,2024-11-10 15:43:12,positif,,
luar biasa,5,2024-11-10 15:25:00,positif,,
"Tolong Kameranya dibenerin biar ngga delay, cape banget hp udah geser masa kameranya belum",1,2024-11-10 15:15:53,negatif,,
aplikasi sangat tidak bagus,1,2024-11-10 15:10:22,negatif,,
Sudah di donlod tapi gak mau di bukak ada tulisan aplikasi ini sudak tidak di pakai,1,2024-11-10 15:01:25,negatif,,
"Aplikasi bapuk, padahal tendernya gede juga",1,2024-11-10 15:01:08,negatif,,
Mantaab,5,2024-11-10 14:51:25,netral,,
Sudah didownload malah aplikasinya sudah tidak terpakai. Gak jelas,1,2024-11-10 14:40:31,negatif,,
Menyala,5,2024-11-10 14:35:29,netral,,
"Aplikasi yang belum siap tapi dipaksakan ya gini , buang buang anggaran aja , tolong di benahi lagi dong untuk apk si rekap",1,2024-11-10 14:33:58,negatif,,
Tidak bisa masuk apk,5,2024-11-10 14:33:29,negatif,,
Sangat sangat lemot,5,2024-11-10 14:27:39,negatif,,
Pemborosan uang rakyat di pakai buat aplikasi yang ga guna,1,2024-11-10 14:23:08,negatif,,
Good,2,2024-11-10 14:18:10,positif,,
benar,5,2024-11-10 14:11:06,positif,,
Aplikasi versi ini sudah tidak dapat di gunakan.klo blm siap jgn di publikasikan dong.nanti di saat hari H nya error .,1,2024-11-10 14:10:11,negatif,,
Tidak bisa di buka,1,2024-11-10 14:06:54,negatif,,
"Aplikasi versi ini sudah tidak dapat di gunakan,, maksudnya",2,2024-11-10 14:03:38,negatif,,
Di kasih link dari kpu pas di alihkan ke PlayStore malah aplikasi versi ini tdk bisa di gunakan.. Di Indonesia kaya gk ada lagi orang pintar IT. Developer yg skrg sangat buruk.,1,2024-11-10 13:57:16,negatif,,
Baik,4,2024-11-10 13:56:57,positif,,
Kenapa belum di ubah ke versi terbaru.. karna suda di instal tapi setelah buka. versi lama dan tidak dapat di gunakan,2,2024-11-10 13:48:22,negatif,,
Tidak bisa login di Hp vivo n oppo,1,2024-11-10 13:47:34,negatif,,
Ingin mengetahui lebih lagi bagaimana cara menggunakan aplikasi sirekap,5,2024-11-10 13:46:57,netral,,
Aplikasi versi ini sudah tidak bisa di gunakan....gunakan versi anda sendiri 🤣,1,2024-11-10 13:45:07,negatif,,
"""aplikasi versi ini sudah tidak dapat digunakan"" Hape gw yang gak support apa sistemnya yang tidak berjalan pada semestinya?? *Confused!!!*",1,2024-11-10 13:41:43,negatif,,
Aplikasi sdh tdk bs di gunakan tp di sarankan dr wa KPU surun login..hadeehhh,1,2024-11-10 13:40:03,negatif,,
Gagal mendapatkan kunci digital. Gimana solusinya,2,2024-11-10 13:27:20,negatif,,
"Bagaimana cara mendapatkan link aktivasi, karena saya sudah mengklik link tapi yang muncul adalah token expired ?",1,2024-11-10 13:22:09,netral,,
Bagus sekali aplikasi ini,5,2024-11-10 13:20:56,positif,,
Tolong di update ke versi terbaru karena aplikasi versi ini tidak bisa di gunakan.,3,2024-11-10 13:18:01,negatif,,
Nice,5,2024-11-10 13:17:37,positif,,
Update sirekap dulu pak yang terbaru soalnya yang lama tidak bisa di pakai lagi,3,2024-11-10 13:05:41,negatif,,
busuk,1,2024-11-10 12:52:32,positif,,
Kocak dapat link dari kpu tetep aja ngebug. Versi sudah terpakai🤣,1,2024-11-10 12:51:01,negatif,,
"Tolong diperbarui min aplikasinya, soalnya versi sekarang gk bisa dibukak",1,2024-11-10 12:18:09,negatif,,
tidak bisa masuksn kode autenticator,3,2024-11-10 12:10:51,negatif,,
Beban,2,2024-11-10 12:10:05,negatif,,
Sangat bagus,5,2024-11-10 12:04:21,positif,,
Ribet susah mau login aja,1,2024-11-10 12:02:06,negatif,,
App tdk jelas,5,2024-11-10 12:01:49,negatif,,
Sudah di install...tapi ga bisa sudah di gunakan ..,1,2024-11-10 11:49:05,negatif,,
pas di download keterangan nya aplikasi tidak bisa di gunakan,1,2024-11-10 11:48:34,negatif,,
"Tolong di perbaiki sgera,sdh di install tidk dpt dbuka",5,2024-11-10 11:48:29,negatif,,
"Yg ngirim link donload kpu, tapi kok apk- nya udh ga bisa digunakn lagi ya...",1,2024-11-10 11:48:07,negatif,,
"Tolong lah berikan tugas kepada profesional, masa sekelas proyek Nasional kualitas Aplikasinya jelek gini",1,2024-11-10 11:21:58,negatif,,
Aplikasi tidak bisah di buka,5,2024-11-10 11:18:46,negatif,,
Sngat mendukung,1,2024-11-10 11:15:14,positif,,
"Masih ga bisa dibuka versi aplikasinya tidak dapat digunakan ?? Lah ??? Bahkan untuk kunci pengaman tidak disediakan aplikasi, hedeh....... Aplikasi pemerintah loh ini tingkat nasional lagi.... Kalau mmg ada masalah lain selain versi kyk server harusnya dicantumkan kendalanya",1,2024-11-10 11:00:31,negatif,,
Tidak tersedia untuk iphone,1,2024-11-10 10:59:01,negatif,,
Aplikasi sering eror..udah di download tpi nggak bisa di gunakan,4,2024-11-10 10:53:12,negatif,,
"Kenapa saya download aplikasi ini tidak dapat di gunakan, gimana solusinya? Saya sudah instal berkali-kali, masih aja tidak dapat di gunakan",1,2024-11-10 10:52:55,negatif,,
Mantap,5,2024-11-10 10:44:58,positif,,
Mantap,5,2024-11-10 10:38:21,positif,,
Mohon diperbaiki. Device Poco x3 pro MIUI 13 pas buka aplikasi (versi aplikasi ini sudah tidak dapat digunakan) padahal sudah terbaru.,5,2024-11-10 10:25:00,negatif,,
mantap,5,2024-11-10 10:21:28,positif,,
"Seharusnya KPU lebih prepare dalam menyiapkan aplikasi ini, karena dari tahun"" sebelumnya selalu bermasalah, kalau memang aplikasi belum terupdate seharusnya tidak mengirimkan pesan WA untuk mengunduh aplikasinya, alhasil pasti akan mendapatkan ulasan bintang 1",1,2024-11-10 10:13:59,negatif,,
Gini jadi nya kalau yang buat aplikasi punya orang dalam tapi gak punya skil di bidang nya Pukimakkk,1,2024-11-10 10:12:12,negatif,,
Ini aplikasi maksutnya gimana si?,1,2024-11-10 09:59:37,netral,,
Aplikasi tidak bisa dibuka dan digunakan,1,2024-11-10 09:58:17,negatif,,
istimewa,5,2024-11-10 09:55:13,positif,,
"""Aplikasi versi ini sudah tidak dapat digunakan"" Padahal sudah mengikuti arahan, tapi tetap seperti ini. Aplikasinya juga sudah saya download hapus download hapus tapi ttp saja seperti ini",1,2024-11-10 09:54:49,negatif,,
Sangat membantu,5,2024-11-10 09:36:41,positif,,
Sudah banyak peningkatan untuk pilkada 2024...👍,5,2024-11-10 09:14:24,netral,,
Ok,4,2024-11-10 09:07:09,positif,,
Bagus,4,2024-11-10 08:56:10,positif,,
Yang bener dong,1,2024-11-10 08:50:03,negatif,,
Tidak bisa dibuka,1,2024-11-10 08:48:21,negatif,,
Apk BUSUK!,1,2024-11-10 08:31:51,positif,,
Setelah masuk pesan aktivitasi dan berhasil. Malah setelah masuk aplikasi nya invalid username wak. Kocak kocak,1,2024-11-10 08:28:13,negatif,,
BINTANG 🌟 5 SEMANGAT BIKIN APK PREMATUR MIN,5,2024-11-10 08:15:13,netral,,
Gk jelas aplikasnya,1,2024-11-10 07:58:07,negatif,,
buruk sekali,1,2024-11-10 07:43:02,negatif,,
"Tidak bisa digunakan. ""versi aplikasi ini sudah tidak bisa digunakan"" begitu responnya",1,2024-11-10 07:39:35,negatif,,
Server lambat,1,2024-11-10 07:33:31,negatif,,
Sangat bermanfaat,5,2024-11-10 07:19:23,positif,,
"Behh kasus men , sama smua masalahnya",1,2024-11-10 07:17:59,negatif,,
Ok,5,2024-11-10 07:09:47,positif,,
Kocak,1,2024-11-10 06:48:25,negatif,,
Ok,5,2024-11-10 06:47:49,positif,,
Bagus,5,2024-11-10 06:43:00,positif,,
"sirekap kapan sih siapnya bisa digunakan? pengalaman pemilu masih kurang kah buat berbenah jadi lebih baik performanya, baru di install masa gak bisa digunakan",1,2024-11-10 06:40:09,negatif,,
Apelikasih buzuk tak gune...,1,2024-11-10 06:36:47,negatif,,
Susah ga bisa login password salah terus,1,2024-11-10 05:51:04,negatif,,
"Aplikasi pemerintah masih sama aja, kalo ga proses login ga bisa, atau minta update padahal aplikasi belum ada update resmi",1,2024-11-10 05:50:40,negatif,,
Weladalah wes donlod kok aplikasi ini tidak bisa digunakan.. wahjian payah ngabisin kuota aja. Piye tha iki rajelas,1,2024-11-10 05:46:39,negatif,,
Tdk tersedia,1,2024-11-10 05:45:24,negatif,,
Apk ini kok susah yang di minta versi terbaru malah versi yang lama wajar gak bisa di gunakan mana versi terbaru nya jangan bikin KPPS tunggang langgang habis paket untuk download apk yang sama kalau Saya bukan salah satu anggota kpps gak perlu saya download apk sirekap bikin pusing kepala aja,5,2024-11-10 05:40:20,negatif,,
"Aplikasi tolol di download malah ngulang terus, tolong ini aplikasi nya di update jgn cuma habis masuk kocek anggaran nya",1,2024-11-10 05:30:18,negatif,,
Yg bikin orang tolol apa gimanasih gakbisa dibuka.,1,2024-11-10 05:25:43,negatif,,
"baru saja download sudah tdk bisa di gunakan, terus untuk kedepannya gmna?. tolonglah gmna caranya jgn smpe hal yg kemaren di pilpres terulang lagi di pilkada",1,2024-11-10 05:20:00,negatif,,
"Untuk sebuah aplikasi saja di Indonesia ini belum mampu di ciptakan,bahkan sampai hari H nya belom bisa normal , gimana ceritanya kita mau jadi negara maju , sedangkan hal seperti ini saja belum mampu",1,2024-11-10 05:19:52,negatif,,
Aplikasi bagus. Terbukti membayar,5,2024-11-10 05:17:07,positif,,
Kpu arahkan ke link aplikasi ini .tpi aplikasi tidak di perbarui . Ribet pakai2 begini . Dlu suharto jadi presiden gk pakai yg begini2an,2,2024-11-10 05:14:35,negatif,,
Tidak bisa di gunakan untuk android versi terbaru dan sering terjadi lag pada saat pemakaian,1,2024-11-10 05:10:16,negatif,,
Oke,5,2024-11-10 05:05:07,positif,,
Susah masuk nya,2,2024-11-10 05:01:54,negatif,,
Astga ngurus aplikasi spele kyk gini aja gk BECUS 😂👎,1,2024-11-10 04:53:10,negatif,,
Baru download sudah ada pesan app versi ini sudah tidak dapat digunakan... Saya hapus instal lagi sampai 3 kali.. sama aja.. lhah trus kudu gimana..?,1,2024-11-10 04:49:43,negatif,,
Aplikasi kok di anggurin... Kebanyakan dikorupsi dananya... Ckcckckck,1,2024-11-10 04:46:40,negatif,,
Aplikasi tidak bisa di akses,5,2024-11-10 04:30:55,negatif,,
aplikasi versi ini tidak lagi bisa digunakan. kenapa bisa seperti itu?,1,2024-11-10 04:16:18,negatif,,
Sangat bagus....,5,2024-11-10 04:10:24,positif,,
Gimana download malah gak bisa dibuka,1,2024-11-10 04:09:17,negatif,,
giateeel,1,2024-11-10 04:08:09,negatif,,
"Aplikasi beleng ,, udah di download tapi gak bisa di buka ,, tolol betul gak belajar dari kesalahan ini KPU ,, masih aja di pake apk ,, sedangkan perhitungan manual juga bagus gak ngerepotin ,, emang gak jelas KPU ini ,, kalo bisa kasih bintang 0 ku kasih bintang 0 ini",1,2024-11-10 04:03:23,negatif,,
bagus,5,2024-11-10 04:02:42,positif,,
Terpecaya,5,2024-11-10 03:50:30,positif,,
Aplikasi GK bisa dipakai,1,2024-11-10 03:29:33,negatif,,
udah diinstal tp versinya kadaluarsa,1,2024-11-10 03:29:11,negatif,,
ngk bisa pp,5,2024-11-10 03:24:59,negatif,,
Tidak dapat digunakan,3,2024-11-10 03:19:24,negatif,,
Sudah di download tapi di buka muncul tulisan buka kunci layar,1,2024-11-10 03:16:58,netral,,
Error aplikasi,5,2024-11-10 03:09:03,negatif,,
Sangat bagusssss,5,2024-11-10 03:02:29,positif,,
Bagus cepat,5,2024-11-10 02:55:20,positif,,
Tidak dapat digunakan,1,2024-11-10 02:51:15,negatif,,
Baik sekali,5,2024-11-10 02:41:36,positif,,
Sudah di download tapi gak bisa di buka??,1,2024-11-10 02:32:03,negatif,,
Expired,1,2024-11-10 02:29:50,negatif,,
"Kenapa ketika di buka ada keterangan aplikasi versi ini sudah tidak bekerja padahal ini sudah versi terbaru, linknya saya dapat dari WhatsApp kpu ?",1,2024-11-10 02:05:09,negatif,,
Disuruh verifikasi data tapi aplikasinya tidak bisa dipakai (aplikasi versi ini tidak bisa digunakan!),1,2024-11-10 02:01:37,negatif,,
Ok,5,2024-11-10 01:53:18,positif,,
"Ko pas udh mau login,udh masukin pasword sama namanya knp gk bisa login ya",3,2024-11-10 01:46:22,negatif,,
Tidak dapat digunakan,1,2024-11-10 01:44:04,negatif,,
Ok,5,2024-11-10 01:30:41,positif,,
"aplikasi buatan anak magang, anggaran serius buat aplikaai bercanda 😜",1,2024-11-10 01:25:59,negatif,,
Tingkat sebaik mungkin,5,2024-11-10 01:22:46,netral,,
Tidak bisa dibuka,2,2024-11-10 01:09:28,negatif,,
Ganti versi dong,1,2024-11-10 00:45:48,netral,,
"Baru donload tpi knpa muncul nya malah ""aplikasi versi ini sudah tidak dapat digunakan"" Adakah yg bisa bantu saya,",3,2024-11-10 00:38:55,negatif,,
Sekelas KPU buat aplikasi tidak dapat digunakan disemua merk ponsel,1,2024-11-10 00:25:00,negatif,,
Suka eror dan gajelas gabisa di download,1,2024-11-10 00:21:08,positif,,
muncul keterangan APLIKASI VERSI INI SUDAH TIDAK DAPAT DIGUNAKAN,1,2024-11-10 00:20:01,negatif,,
"Produk uji coba kok udh di luncurkan,lucunya ini jadi patokan dan menjadi alat wajib bagi kpps, daripada mempermudah malah jadi merepotkan,contoh saat pilnas kemarin udah susah2 simulasi dsb malah pas hari H tidak bisa digunakan,sangat buang2 waktu.",3,2024-11-10 00:19:23,negatif,,
Bagus,5,2024-11-10 00:16:20,positif,,
follow iG : VILLA FAJAR JAYA,5,2024-11-10 00:08:23,netral,,
Tidak bisa download,1,2024-11-09 23:51:01,negatif,,
Kenapa apk ini tidak bisa di buka dan selalu keluar bacaan apk ini sudah tidak bisa di gunakan,2,2024-11-09 23:48:40,negatif,,
Tolong update ke aplikasi yang terbaru. Agar lebih memudahkan petugas yang bekerja di lapangan. Ketika bimtek di beritahu akan menggunakan aplikasi versi 2.71 tapi kenapa aplikasi masih versi 2.55. Tolonglah percepat update nya agar petugas di lapangan tidak kebingungan saat menggunakan aplikasi si rekap di karenakan jadwal yang minim untuk mempelajari aplikasi si rekap,3,2024-11-09 23:44:05,netral,,
Saya tidak dapat membuka karena ada pemberitauan aplikasi ini tidak dapat digunakan,1,2024-11-09 23:39:01,negatif,,
Ada kendala aplikasi sudah tidak bisa digunakan.. Minta solusi,3,2024-11-09 23:32:22,negatif,,
Susah bgt mau submit doang😪,3,2024-11-09 23:05:11,negatif,,
"Kenapa susah GK bisa login y,jelak banget aplikasinya",2,2024-11-09 22:57:27,negatif,,
Aplikasi lumayan untuk digunakan pemilihan,4,2024-11-09 22:38:33,netral,,
Bagus,5,2024-11-09 22:15:25,positif,,
Gimana ini ga bisa di pakai apk nya min aplikasi sudah tidak bisa digunakan sudah coba berulang ulang masih tetap sama,1,2024-11-09 22:04:01,negatif,,
Not valid,1,2024-11-09 22:01:23,negatif,,
Tidak bisa klik submit pas saat mau log in.. Itu kenapa ya,1,2024-11-09 21:57:42,negatif,,
"Sudah download sesuai link dr kpu, eh malah tidak bs dgunakan,",1,2024-11-09 21:52:03,negatif,,
Link langsung dari kpu... tp apk tdk bisa dibuka🤪🤪,1,2024-11-09 21:41:09,negatif,,
Good,5,2024-11-09 21:21:59,positif,,
Mantap,5,2024-11-09 19:57:51,positif,,
tidak dapat dibuka,5,2024-11-09 18:41:49,negatif,,
SUKSESKAN PILKADA 2024,1,2024-11-09 18:41:31,positif,,
Gak bisa digunakan😵‍💫😵‍💫,1,2024-11-09 18:36:04,negatif,,
"Aplikasi benar2 g jelas,setelah di update bukan makin bagus malah makin ga karuan,setelah update ga bisa login lagi dan hal sama kembali terjadi di pilkada,file di kirim langsung oleh kpu pusat tetapi masih terjadi error ""aplikasi versi ini sudah tidak bisa di gunakan kan taik 🤣🤣🤣",1,2024-11-09 18:20:23,negatif,,
apk gk bisa login,5,2024-11-09 17:34:48,negatif,,
"Solusi nya gmn atuh ini teh Kan sesuai arahan msih ttp aja ""Aplikasi Versi ini sudah tidak bisa d gunakan terus gmna atuh .",1,2024-11-09 17:27:03,negatif,,
Sudah di instal TPi kalo di buka malah keluar tulisan aplikasi versi ini sudah tidak dapat digunakan,2,2024-11-09 17:17:41,negatif,,
Awal gak bisa submit lama² login salah terus gimana si,1,2024-11-09 17:10:14,negatif,,
Tambah Pengalaman,5,2024-11-09 16:42:40,netral,,
"Aplikasi babi,,boleh gak agar supaya lebih mudah untuk di buka..ini link lansung lo dari kpu..hp ram 8Gb rom 16 lo..",1,2024-11-09 16:27:59,negatif,,
Ok,5,2024-11-09 16:21:37,positif,,
Diarahkan kemari tapi yang keluar aplikasi sudah tidak dapat digunakan. Solusinya ketuaaa?,1,2024-11-09 16:15:20,negatif,,
Gk bisa login,1,2024-11-09 16:01:09,negatif,,
