content,score,label
"Aplikasi beleng ,, udah di download tapi gak bisa di buka ,, tolol betul gak belajar dari kesalahan ini KPU ,, masih aja di pake apk ,, sedangkan perhitungan manual juga bagus gak ngerepotin ,, emang gak jelas KPU ini ,, kalo bisa kasih bintang 0 ku kasih bintang 0 ini",1,Negatif
bagus,5,Positif
Terpecaya,5,Positif
Aplikasi GK bisa dipakai,1,Negatif
udah diinstal tp versinya kadaluarsa,1,Negatif
ngk bisa pp,5,Negatif
Tidak dapat digunakan,3,Negatif
Sudah di download tapi di buka muncul tulisan buka kunci layar,1,Negatif
Error aplikasi,5,Negatif
Sangat bagusssss,5,Positif
Bagus cepat,5,Positif
Tidak dapat digunakan,1,Negatif
Baik sekali,5,Positif
Sudah di download tapi gak bisa di buka??,1,Negatif
Expired,1,Negatif
"Kenapa ketika di buka ada keterangan aplikasi versi ini sudah tidak bekerja padahal ini sudah versi terbaru, linknya saya dapat dari WhatsApp kpu ?",1,Negatif
Disuruh verifikasi data tapi aplikasinya tidak bisa dipakai (aplikasi versi ini tidak bisa digunakan!),1,Negatif
Ok,5,Positif
"Ko pas udh mau login,udh masukin pasword sama namanya knp gk bisa login ya",3,Netral
Tidak dapat digunakan,1,Negatif
Ok,5,Positif
"aplikasi buatan anak magang, anggaran serius buat aplikaai bercanda 😜",1,Negatif
Tingkat sebaik mungkin,5,Negatif
Tidak bisa dibuka,2,Negatif
Ganti versi dong,1,Negatif
"Baru donload tpi knpa muncul nya malah ""aplikasi versi ini sudah tidak dapat digunakan"" Adakah yg bisa bantu saya,",3,Netral
Sekelas KPU buat aplikasi tidak dapat digunakan disemua merk ponsel,1,Negatif
Suka eror dan gajelas gabisa di download,1,Negatif
muncul keterangan APLIKASI VERSI INI SUDAH TIDAK DAPAT DIGUNAKAN,1,Negatif
"Produk uji coba kok udh di luncurkan,lucunya ini jadi patokan dan menjadi alat wajib bagi kpps, daripada mempermudah malah jadi merepotkan,contoh saat pilnas kemarin udah susah2 simulasi dsb malah pas hari H tidak bisa digunakan,sangat buang2 waktu.",3,Netral
Bagus,5,Positif
follow iG : VILLA FAJAR JAYA,5,Netral
Tidak bisa download,1,Negatif
Kenapa apk ini tidak bisa di buka dan selalu keluar bacaan apk ini sudah tidak bisa di gunakan,2,Negatif
Tolong update ke aplikasi yang terbaru. Agar lebih memudahkan petugas yang bekerja di lapangan. Ketika bimtek di beritahu akan menggunakan aplikasi versi 2.71 tapi kenapa aplikasi masih versi 2.55. Tolonglah percepat update nya agar petugas di lapangan tidak kebingungan saat menggunakan aplikasi si rekap di karenakan jadwal yang minim untuk mempelajari aplikasi si rekap,3,Netral
Saya tidak dapat membuka karena ada pemberitauan aplikasi ini tidak dapat digunakan,1,Negatif
Ada kendala aplikasi sudah tidak bisa digunakan.. Minta solusi,3,Netral
Susah bgt mau submit doang😪,3,Negatif
"Kenapa susah GK bisa login y,jelak banget aplikasinya",2,Negatif
Aplikasi lumayan untuk digunakan pemilihan,4,Positif
Bagus,5,Positif
Gimana ini ga bisa di pakai apk nya min aplikasi sudah tidak bisa digunakan sudah coba berulang ulang masih tetap sama,1,Negatif
Not valid,1,Negatif
Tidak bisa klik submit pas saat mau log in.. Itu kenapa ya,1,Negatif
"Sudah download sesuai link dr kpu, eh malah tidak bs dgunakan,",1,Negatif
Link langsung dari kpu... tp apk tdk bisa dibuka🤪🤪,1,Negatif
Good,5,Positif
Mantap,5,Positif
tidak dapat dibuka,5,Negatif
SUKSESKAN PILKADA 2024,1,Negatif
Gak bisa digunakan😵‍💫😵‍💫,1,Negatif
"Aplikasi benar2 g jelas,setelah di update bukan makin bagus malah makin ga karuan,setelah update ga bisa login lagi dan hal sama kembali terjadi di pilkada,file di kirim langsung oleh kpu pusat tetapi masih terjadi error ""aplikasi versi ini sudah tidak bisa di gunakan kan taik 🤣🤣🤣",1,Negatif
apk gk bisa login,5,Negatif
"Solusi nya gmn atuh ini teh Kan sesuai arahan msih ttp aja ""Aplikasi Versi ini sudah tidak bisa d gunakan terus gmna atuh .",1,Negatif
Sudah di instal TPi kalo di buka malah keluar tulisan aplikasi versi ini sudah tidak dapat digunakan,2,Negatif
Awal gak bisa submit lama² login salah terus gimana si,1,Negatif
Tambah Pengalaman,5,Netral
"Aplikasi babi,,boleh gak agar supaya lebih mudah untuk di buka..ini link lansung lo dari kpu..hp ram 8Gb rom 16 lo..",1,Negatif
Ok,5,Positif
Diarahkan kemari tapi yang keluar aplikasi sudah tidak dapat digunakan. Solusinya ketuaaa?,1,Negatif
Gk bisa login,1,Negatif
👍,5,Positif
"Aplikasi buatan anak bangsa, senggol dong, Kasih bintang 1 dulu soalnya bikin susah dan emosi",1,Negatif
Link dari KPU Tapi kenapa malah katanya sudah tidak berlaku lagi..... 😇,1,Negatif
"Sudah download sesuai arahan dr WA kpu, stelah dbuka versi apk sudah tidak berlaku.. Apa itu apk pilpres kemaren kok sdh expayet🤔",2,Negatif
Ga bisa di andelnin,1,Negatif
aplikasi sperti ini masih dipakai,1,Negatif
Versi ini tidak bisa digunakan tolong dulu bantu soalnya mau bimtek,1,Negatif
Nice,5,Positif
Baguss,5,Positif
eror,4,Negatif
Ok. Dicoba dulu,5,Netral
Sangat memuaskan,5,Positif
Yang sabar untuk yang mendownload tapi blom bisa. Di buka.. setiap KPU beda versi dan ubdet . Nanti ada arahan dari pps untuk meng updet versi terbaru.. di karenakan beda calon di setiap KPU. Versi dan updet uga berbeda,5,Netral
Kok GK bisa login,2,Negatif
Semua Apk pemerintah pasti banyak trouble nya,1,Negatif
Bagus,5,Positif
Baik,4,Positif
aplikasi sudah usang .,1,Negatif
"Kak...punya saya kok ""aplikasi versinya sudah tidak dapat di gunakan "" gimana solusinya",1,Negatif
Perbaiki versinya sebelum pilkada👷🏻,1,Negatif
"Sudah install, ga bisaa login. Uninstal. Install lagi. Tapi tetep sama 😭",1,Negatif
Sudah bisa di download tpi belum dapat wa username dan passwor sama KPU,1,Negatif
Kecewa,1,Negatif
Bagus,5,Positif
aplikasi tidak dapat digunakan,1,Negatif
"Knp aplikasinya tidak bisa digunakan,saat diklik langsung ada versi ini sudah tidak bisa digunakan..",1,Negatif
Terlalu bertele²,2,Negatif
Udah download tpi pas buka tertulis aplikasi jenis ini sudah tidak dapat digunakan,1,Negatif
kenapa tidak bisa kebuka,1,Negatif
Sangat membantu,5,Positif
Bagus,5,Positif
Berkali-kali donlod gac mau kebuka,1,Negatif
Bagaimana jika lupa password nya tolong di bantu,5,Netral
Gak bsa digunakan,1,Negatif
Aplikasi tidak bisa dibuka,1,Negatif
Buruk,1,Negatif
"Apk nya error gaa bissa buat login, tolong di perbaiki lagi",1,Negatif
"Aplikasi bapuk, sekelas KPU bikin aplikasi ribet + ruwet",1,Negatif
Belum pernah pengalaman sirekap,3,Netral
"Meresahkan,",1,Negatif
Tidak dapat di pakai,1,Negatif
Ternyata belum siap... 🤦‍♂️🤦‍♂️,1,Negatif
Apk apaan ini Masuk pun kagak bisa,1,Negatif
"udah download dari link yg di berikan KPU,tp apk versi ini sudah tidak dapat digunakan hadehhh🙄",1,Negatif
"Padahal aplikasi negara kenapa jelek sekali... Kenapa gak dibenahi aplikasi nya pas pilpres dan pileg udah ruwet.gak bisa di pakai pas hari H nya akhirnya nambah hari kerja untuk pemegang sirekap kemarin dan sekarang di download malah ada tulis ""silahkan kunci layar anda dengan sidik jari"" padahal hpku gak ada fitur sidik jarinya 😌",1,Negatif
Apk GK jelas,1,Negatif
"Alhamdullih aplikasinya ada kemajuan,,,aman terkendali sekaranv mah",4,Positif
Ok,5,Positif
"itulah kalo yang ngerjain sesuatu ga sesuai bidang nya, jadi nya ya gini hasilnya ampas tidak memenuhi standar, bahkan aplikasi game anak-anak saja jauh lebih baik daripada ini.",1,Negatif
Ini aplikasi yang besok bakalan jadi biang masalah KPPS,1,Negatif
Server jelek,1,Negatif
aplikasi gagal,1,Negatif
Kenapa pas d buka setelah d download ada tulisan aplikasi sudah tidak bisa digunakan,1,Negatif
Gak bisa di gunakan aplikasi nya cuman ngabisin dana buat ini aplikasi,1,Negatif
"Aplikasi tidak dapat digunakan,ada tulisan""aplikasi versi ini tidak dapat digunakan""",1,Negatif
Klo ga bisa d pake knapa d sediakan aplikasinya bner2 ga guna pihak googleplay mlah pura2 dungu mlah d biarin beku kaya gini,1,Negatif
Mantap,5,Positif
Aplikasi veri ini sdah tidak di gunakan..ada tulisan seperti itu pas d buka tlong update nya biar bisa d buka,1,Negatif
Sudah di download di play store tapi kok gk bisa di buka ya??,1,Negatif
Versi nya kok oaaalaaaah. Jangan pas di pemilihan nanti error aplikasi lagi.dari awal begini saja sudah begini. Ini dari KPU pusat loh,2,Negatif
Ok semoga lancar Saran saja ; semoga di pilkada ini tidak error lagi 🙏🏃‍♂️🏃‍♂️,5,Netral
Aplikasi versi ini sudah tidak dapat digunakan????,3,Netral
"Buang buang anggaran loh ini. Sudah hampir 1 tahun tapi tidak ada kemajuan, di bilang harus serba digitalisasi. Tapi masalah gini aja di anggap sepele. Pas Hari H pengennya semua lancar tpi malah gak ada tindakan sama sekali nih dari pembuat nya. Heraaaaan",1,Negatif
Aplikasinya kadaluarsa g bisa di gunakan,1,Negatif
Aplikasi jelek belum bisa di Akses,1,Negatif
"habis download yg versi terbaru aja pas masuk langsung kena ulti ""Aplikasi versi ini sudah tidak dapat digunakan""",1,Negatif
"Hadeuuhh, bergelud lagi dengan aplikasi yg belum matang, apalagi sekarang gak bisa di gunain gini.",1,Negatif
Oke mantap,3,Positif
Ngk jelas aplikasi sudah logout ngk bisa login lagi tolong la bagian developer nya perbaiki bug,5,Negatif
Aplikasinya blm bisa digunakan..,1,Negatif
"Aplikasi ampas, buat masuk gagal terus. Bukannya mempermudah malah mempersulit bikin pusingggggg",1,Negatif
Bermasalah,1,Negatif
Semoga bagus,5,Netral
Ok,4,Positif
aplikasi banyak errornya,1,Negatif
Belum update nih. Versi 2.71 dong,2,Negatif
"Saya kira di pilkada 2024 ini akan ada kemajuan ternyata sama saja dengan pilpres & pileg 2024 kemarin, sering error",1,Negatif
"Baru dapat wa suruh download. Udah di download apk versi ini tidak dapat di gunakan. SIAP KPU, JOOSSS, GAK JELAS",1,Negatif
SIREKAP MEMANG MANTAP,4,Positif
Error... Sdh di download bbrp kali masih blm bisa masuk,1,Negatif
aplikasi mantappp,1,Negatif
Dpt email dr KPU tp bgtu d buka linkny.. kadaluarsa,1,Negatif
Aplikasi tidak bisa digunakan kenapa ????,3,Negatif
versi aplikasi ini sudah tidak berlaku 🗿,1,Negatif
Sangat buruk,1,Negatif
Ko aplikasinya kadaluarsa... Coba solusi nya dooong....,1,Negatif
"lah admin nya siapa dan dimana dan sedang apa???? ini aplikasi Pemerintah Anggaran Gede kan, Otomatis Device yang di pake pun Bagus, Eh Device bagus pun tergantung admin nya..... 🤐 stand by dong bikin tim anggaran gede, cari yamg layak, biar ke urus, event pemilihan gak tiap hari kok",1,Negatif
Belum bisa terbuka direkap,5,Negatif
Sangat baik,1,Negatif
harus pake hp bagus bisa,1,Negatif
"Ga jelas katanya udah di update, tapi ga bisa dibuka, karena versi nya belum diupdate katanya, miris sekelas kpu bikin aplikasi bobrok",1,Negatif
"Sudah di arah kan untuk di dowload pas di buka tulisan nya apk versi ini sudah tidak dapat di gunakan, bagaimana sih ini",4,Negatif
Baik,3,Positif
"Tolong untuk profesionalnya, masa ngurus apk sekecil ini aja nggak becus. Inikan dari pilcag pilpres selalu aja ada masalahnya, ya kalau memang apk nya buntut, yah nggk usah di pakai lagi, apa iya ngurus gitu aja nggk bisa kalian, ini kan demi kpentingan negara juga..",1,Negatif
username sama psswrd sudah benar tpi tdk bisa login,1,Negatif
Aplikasi terbaik,5,Positif
jlek,1,Negatif
Baik,5,Positif
Aplikasi error,1,Negatif
Ujicoba,4,Netral
Udah download tpi gk bs dbuka Uda download tpi tidak bisa dibuka,2,Negatif
Apk gagal dipaksain!,1,Negatif
Apa tidak dapat digunakan,1,Negatif
Ini kenapa gabisa dibuka .. versi ini sudah tidak dapat digunakan katanya .apa masalahnya,1,Negatif
aplikasi kurg maksimal,1,Negatif
Sangat bagus,5,Positif
Luar biasa,5,Positif
"Setelah sekian lama baru mau terinstal, eh ujungnya aplikasi nya tdak bisa digunakaan",1,Negatif
Ok banget,5,Positif
bagus,5,Positif
Udah didownload tulisannya aplikasi sudah tidak bisa digunakan?,1,Negatif
"aplikasi tidak bisa dibuka, apa sedang ada perbaikan? tolong beri tanggapan atau contract person untuk membuat laporan keluhan",1,Negatif
"kalo server belom siap sebaiknya di asiapkan lebih dulu , aplikasi tidak dapat digunakan",2,Negatif
Dibuka versi tidak dpat di gunakan aplikasi nya ????,1,Negatif
Lah sudah download ga bisa di gunain..,1,Negatif
Gak bisa dibuka,1,Negatif
Muncul ket : Apk versi ini sudah tidak dpt digunakan.. kalau gak siap sama sistemnya gausah rekak rekak gawe apk bos,1,Negatif
Aplikasi versi ini tidak dapat digunakan 😑,1,Negatif
"Versi 2.55 nggak bisa dibuka . Ada notif ""aplikasi versi ini sudah tidak dapat digunakan."" Apakah ada versi terbaru lagi.. Tolong penjelasanya donk.. Padahal seharusnya ini sudah masuk uji coba.. Ini tinggal berapa hari lho?",1,Negatif
Aplikasi versi lawas,1,Negatif
Afilkasi rudet,5,Negatif
Kenapa aplikasi tidak bisa digunakan.. Macam babi,1,Negatif
Belum bisa masuk,5,Negatif
Bagus tp lelet sedikit,1,Negatif
ok,5,Positif
Aplikasinya tidak bisa terbuka,1,Negatif
Kenapa pas masuk ada tulisan aplikasi versi ini tidak dapat di gunakan,1,Negatif
"Untuk memudahkan pemilihan, berkomunikasi dgn baik.",5,Positif
Kpu yang kasih link tapi setelah di download malah aplikasi bilang aplikasi versi ini sudah tidak dapat digunakan,1,Negatif
Aplikasi bagus,5,Positif
Kok malah versi tidak tersedia ya?,2,Negatif
Kesulitan pada masuk akunnya serta selalu pemberitahuannya aplikasi ini sudah tidak dapat digunakan lagi padahal baru donwload dan baru mau masuk. Heeeeeeeeeeeh payah payah,2,Negatif
Bagaimana solusi jika akun sirekap Lupa pasword,4,Netral
bagus,5,Positif
Padahal udah di beri username sama password nya langsung dari KPU tapi pas log in ada tulisan Infalid username or password. Hadehh,1,Negatif
Bagus,5,Positif
Diarahkan langsung kisini tapi aplikasi tidak bisa dibuka,1,Negatif
"sudah di instal aplikasi yang dari kpu kirim di whatsapp tapi mau buka, katanya versi tidak berlaku..",3,Netral
Mantap,5,Positif
Dibuka aplikasinya tapi gak bisa digunakn,1,Negatif
(Aplikasi pada versi sudah tidak dapat di gunakan) maaf saya sebagai anggota KPPS mohon di bantu agar apk-nya bisa d gunakan,1,Negatif
"Tidak bisa dibuka, update",4,Negatif
Gabsa di buka. versi tidak bisa di gunakan,2,Negatif
Sangat membantu untuk kami,5,Positif
Aplikasi yang terdapat di play store sudah saya download kemudian setelah saya buka aplikasi nya muncul tulisan aplikasi versi ini tidak dapat di gunakan.,1,Negatif
Sangat membantu untuk kegiatan ditingkat KPPS,5,Positif
"Gak bisa login, padahal username dan password yang digunakan sama persis dgn yang dikirimkan",2,Negatif
Ok,5,Positif
Tdk bisa loging,1,Negatif
Klik link yang dikasih KPU dari wa eh malah bacaannya ketika UD diinstal gabisa dibuka dengan alasan aplikasi ini tidak dapat digunakan lagi.wkwkwk,2,Negatif
Padahal besok terakhir hrs login tp aplikasi tdk bisa dibuka,1,Negatif
Jujur dan disiplin,5,Positif
Tidak bisa buka,5,Negatif
Aplikasi nya ada tulisan versi tidak bisa di gunakan,1,Negatif
Sangat bagus,5,Positif
Pasword susah di masukkan,5,Negatif
Sulit login,1,Negatif
keren,1,Negatif
Kenapa pas buka ada tulisan versi saat ini sudah tidak dapat digunakan,1,Negatif
"Lucu ya sekelas app pemerintah kok bisa gini, seharus nya klo tidak tersedia versi rendah harus nya bisa langsung upgrade versi baru lewat playstore, ini malah katanya sudah tidak digunakan/berlaku. Malu kita sama Aplikasi lain",1,Negatif
Pernah menggunakan,4,Netral
Good,5,Positif
Saya sebagai anggota kpps siap untuk mensukseskan pemilu thn 2024. Pemilihan gubernur dan wakil gubernur kalimantan tengah. Serta bupati dan wakil bupati kabupaten kapuas tahun 2024. Semoga semua nya diberikan ksehatan kelancaran dalam bertugas. Aamiin... 3x... sukses selalu buat semua rekan - rekan anggota pps dan kpps.,5,Netral
Sering eror,5,Negatif
Sangat bagus,1,Negatif
udh coba masuk dr 3 hp toh gabisa juga,1,Negatif
Tingkatkan terus,5,Positif
Bagus membantu,5,Positif
"suruh download apk ini tapi apk nya muncul tulisan ""versi ini tidak bisa digunakan""",1,Negatif
Lama sekali updatenyaa,1,Negatif
Semoga sudah diperbaiki aplikasinya,5,Netral
"sudah download tapi aplikasi tidak bisa digunakan tulisannya""aplikasi versi ini sudah tidak dapat digunakan""",3,Negatif
Gak jelas,1,Negatif
ANGGARAN BESAR BIKIN APLIKASI GA BECUS!,1,Negatif
Bgus,5,Positif
Susah untuk menggati pasword,1,Negatif
Lelet sekali,3,Negatif
Aplikasi versi ini sudah tidak di gunakan lagi,1,Negatif
Tidak bisa dihunakan,1,Negatif
Tidak dapat di gunakan,1,Negatif
Aplikasi versi ini sudah tidak bisa di gunakan,1,Negatif
Mantap,5,Positif
Isi tulisan aplikasi sudah tidak bisa di gunakan,3,Negatif
Saya udah download aplikasi ini tapi Aplikasinya eror GK bisa dioperasikan dengan baik. Tolong kepada Tim pembuat aplikasinya segera diperbaiki terima kasih,1,Negatif
Sangat baik,5,Positif
Sirekap pemilu pilkada 2024,1,Negatif
"apk versi ini sudah tdk dpat digunakan, bner2 apk dipertanyakan",1,Negatif
"Aplikasi versi ini sdh tidk bisa digunakan lagi ,bagaimana ini??",1,Negatif
Sambil belajar berorganisasi sama temen_temen,5,Positif
semoga gak lelet aja pas satu Indonesia yang pake,3,Netral
"Mohon izin, apk sirekap ketika di buka ada keterangan ""versi ini sudah tidak dapat digunakan"" Terima kasih.",1,Negatif
Ini bagus dan sangat bermaanfaat,5,Positif
Belum tau sih apl nya bagaimna apakah berpungsi dengan baik atau tidak ..karena ini kali pertama saya mencoba semoga apl nya berpungsi dengan baik untuk memudhkn saya di saat pemilihan nanti Saya kasih bintang 3 dulu ya Biar lebih semangat terimakasih,3,Netral
Lemot,3,Negatif
Ok,5,Positif
Apa.an.. baru download... Udah gk fungsi... Padahal baru aja pelantikan dan bimtek Kpps.. (Versi ini tidak dapat di gunakan) Abis2.in kuota aja.. 52mb.. bisa ke pake yg lain yg lebih bermanfaat,1,Negatif
Aplikasi apa ini,1,Negatif
"Disuruh login tapi aplikasinya tidak bisa digunakan, hmm tapi ya sudahlah namanya juga aplikasi pemerintah🫡",1,Negatif
Hapus saja dari play store,1,Negatif
Aplikasi gak jelas,1,Negatif
Server belum mumpuni,1,Negatif
Kok nggak bisa login,2,Negatif
Aplikasi lawak,1,Negatif
"Kenapa kalau aplikasi pemerintah jarang ada yg bener ya , semua begini bug , gak pernah update , huh buang2 anggaran aja , duit rakyat coyyy",1,Negatif
Aplikasi tidak bisa di gunakan,2,Negatif
Oke,5,Positif
Mantap,5,Positif
Aplikasi tidak bisa digunakan,1,Negatif
Ga bisa dibuka. Tlng dev nya di benerin,1,Negatif
Aduh aplikasi apa ini kenapa versi ini tidak berlaku lgi,5,Negatif
Aplikasi binikan negara buat login ja susah bgt,2,Negatif
Buruk,1,Negatif
Aplikasi tidak bisa dibuka,3,Negatif
luar biasa,5,Positif
Semoga lebih bagus,5,Positif
"Aplikasi tidak bisa digunakan, padahal baru download, rusak rusakkkkk",1,Negatif
Kenapa aplikasi ini tidak bisa di buka di hp saya,1,Negatif
Ganti developer nya,1,Negatif
Apk baik cuma kadang muter² apa karena lagi banyak yang pakai ya,5,Negatif
Jos gandos,5,Positif
Tidak bisa buka karena aplikasi versi lama,1,Negatif
Ini hp aku yg ga suport apa aplikasinya kureng sih? Pertanggal 08 nov 2024 loh. Besok mau bimtek. Gimana dong,1,Negatif
Kenapa tulisannya muncul versi ini tidak tersedia,1,Negatif
Gak bisa login,5,Negatif
Sangat penting membantu,1,Negatif
"Apa ini,aplikasi sudah tidak dapat di gunakan",1,Negatif
ini gmn ya? sudah ada perintah untuk download aplikasi ini untuk pilkada nanti tapi ketika selesai di downlad malah ada tulisan aplikasi versi ini sudah tidak dapat digunakan,1,Negatif
👍,1,Negatif
Selalu begini tidak bisa masuk,1,Negatif
"Ketika dibuka ada tulisan ""Aplikasi versi ini sudah tidak dapat digunakan"". Mungkin perlu update versi yerbaru",2,Negatif
