content,score,at,label,Unnamed: 0,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming
"Aplikasi masih uji nyoba, jadi apabila mau update masih ada kendala di karenakan ruang HP. Agat lebih mudah di gunakkan oleh pengguna baru APL sirekap agar pengunggahan maupun pengupdatean lebih di mudahkan lagi",2,2024-11-20 11:04:20,Negatif,,aplikasi masih uji nyoba jadi apabila mau update masih ada kendala di karenakan ruang hp agat lebih mudah di gunakkan oleh pengguna baru apl sirekap agar pengunggahan maupun pengupdatean lebih di mudahkan lagi,aplikasi masih uji nyoba jadi apabila ingin update masih ada kendala di karenakan ruang hp agat lebih mudah di gunakkan oleh pengguna baru apl sirekap agar pengunggahan maupun pengupdatean lebih di mudahkan lagi,aplikasi uji nyoba update kendala karenakan ruang hp agat mudah gunakkan pengguna apl sirekap pengunggahan pengupdatean mudahkan,"['aplikasi', 'uji', 'nyoba', 'update', 'kendala', 'karenakan', 'ruang', 'hp', 'agat', 'mudah', 'gunakkan', 'pengguna', 'apl', 'sirekap', 'pengunggahan', 'pengupdatean', 'mudahkan']",aplikasi uji nyoba update kendala karena ruang hp agat mudah gunakkan guna apl sirekap unggah pengupdatean mudah
Mudah2an lancar pas hari H,5,2024-11-20 10:54:48,Positif,,mudah2an lancar pas hari h,mudah2an lancar saat hari h,mudah2an lancar h,"['mudah2an', 'lancar', 'h']",mudah2an lancar h
Mantap..!!!,5,2024-11-20 10:50:51,Positif,,mantap,mantap,mantap,['mantap'],mantap
"Binta sudah menjelaskan semuanya, betapa ""bagusnya""",1,2024-11-20 10:47:07,Negatif,,binta sudah menjelaskan semuanya betapa bagusnya,binta sudah menjelaskan semuanya betapa bagusnya,binta betapa bagusnya,"['binta', 'betapa', 'bagusnya']",binta betapa bagus
sudah ada contohnya pas pilpres kemarin kok gaada kemajuan malah sama aja,1,2024-11-20 10:38:54,Negatif,,sudah ada contohnya pas pilpres kemarin kok gaada kemajuan malah sama aja,sudah ada contohnya saat pilpres kemarin mengapa gaada kemajuan malah sama saja,contohnya pilpres kemarin gaada kemajuan,"['contohnya', 'pilpres', 'kemarin', 'gaada', 'kemajuan']",contoh pilpres kemarin gaada maju
👍,5,2024-11-20 10:37:01,Positif,,,,,[],
"Kalo gabisa buat aplikasi yang optimal mending buat web aja, anggaran untuk pembuatan aplikasi alihkan untuk anggaran server. Pertimbangankan juga untuk mengubah scan angka yang ditulis manual menjadi scan bullet (mengubah lembar C-Pleno menjadi bullet seperti kertas ujian nasional). Kami sebagai pengguna tidak memerlukan UI yang bagus, yang kami perlukan hanya UX yang nyaman.",2,2024-11-20 10:36:05,Negatif,,kalo gabisa buat aplikasi yang optimal mending buat web aja anggaran untuk pembuatan aplikasi alihkan untuk anggaran server pertimbangankan juga untuk mengubah scan angka yang ditulis manual menjadi scan bullet mengubah lembar cpleno menjadi bullet seperti kertas ujian nasional kami sebagai pengguna tidak memerlukan ui yang bagus yang kami perlukan hanya ux yang nyaman,kalau gabisa untuk aplikasi yang optimal mending untuk web saja anggaran untuk pembuatan aplikasi alihkan untuk anggaran server pertimbangankan juga untuk mengubah scan angka yang ditulis manual menjadi scan bullet mengubah lembar cpleno menjadi bullet seperti kertas ujian nasional kami sebagai pengguna tidak memerlukan ui yang bagus yang kami perlukan hanya ux yang nyaman,gabisa aplikasi optimal mending web anggaran pembuatan aplikasi alihkan anggaran server pertimbangankan mengubah scan angka ditulis manual scan bullet mengubah lembar cpleno bullet kertas ujian nasional pengguna ui bagus perlukan ux nyaman,"['gabisa', 'aplikasi', 'optimal', 'mending', 'web', 'anggaran', 'pembuatan', 'aplikasi', 'alihkan', 'anggaran', 'server', 'pertimbangankan', 'mengubah', 'scan', 'angka', 'ditulis', 'manual', 'scan', 'bullet', 'mengubah', 'lembar', 'cpleno', 'bullet', 'kertas', 'ujian', 'nasional', 'pengguna', 'ui', 'bagus', 'perlukan', 'ux', 'nyaman']",gabisa aplikasi optimal mending web anggar buat aplikasi alih anggar server pertimbangankan ubah scan angka tulis manual scan bullet ubah lembar cpleno bullet kertas uji nasional guna ui bagus perlu ux nyaman
Kenpa tidak bisa di update ini dari 2.71 ke 2.73 ??,2,2024-11-20 10:35:17,Negatif,,kenpa tidak bisa di update ini dari 271 ke 273,kenpa tidak bisa di update ini dari 271 ke 273,kenpa update 271 273,"['kenpa', 'update', '271', '273']",kenpa update 271 273
"Semoga tidak seperti waktu pilpres kemarin, ada surat suara yg kurang dan tidak sesuai.",5,2024-11-20 10:34:51,Positif,,semoga tidak seperti waktu pilpres kemarin ada surat suara yg kurang dan tidak sesuai,semoga tidak seperti waktu pilpres kemarin ada surat suara yang kurang dan tidak sesuai,semoga pilpres kemarin surat suara sesuai,"['semoga', 'pilpres', 'kemarin', 'surat', 'suara', 'sesuai']",moga pilpres kemarin surat suara sesuai
Ribet,1,2024-11-20 10:30:32,Negatif,,ribet,ribet,ribet,['ribet'],ribet
👍👍👍,5,2024-11-20 10:29:25,Positif,,,,,[],
Untuk versi terbaru sangat lh bagus dan menolong pengguna sirekap,5,2024-11-20 10:24:54,Positif,,untuk versi terbaru sangat lh bagus dan menolong pengguna sirekap,untuk versi terbaru sangat lh bagus dan menolong pengguna sirekap,versi terbaru lh bagus menolong pengguna sirekap,"['versi', 'terbaru', 'lh', 'bagus', 'menolong', 'pengguna', 'sirekap']",versi baru lh bagus tolong guna sirekap
Kelemahannya Sering minta up grade,5,2024-11-20 10:19:31,Positif,,kelemahannya sering minta up grade,kelemahannya sering minta up grade,kelemahannya up grade,"['kelemahannya', 'up', 'grade']",lemah up grade
luar biasa aplikasinya,5,2024-11-20 10:15:44,Positif,,luar biasa aplikasinya,luar biasa aplikasinya,aplikasinya,['aplikasinya'],aplikasi
"Lebih ke kemampuan server juga si sepertinya...untuk aplikasi sejauh kemarin uji coba beban dengan mengupload sesuai kondisi pada hari H, agak membutuhkan waktu di pengunggahan berkas... Sebenarnya tampilan aplikasi ya gak jauh beda dengan pemilu kemarin, tapi kok ya ukurannya segajah, apalagi kalau sudah digunakan untuk login dan mengambil gambar, langsung bengkakl 2x lipatnya. Secar keseluruhan kinerjanya sudah bagus, hanya tolong dikondisikan saat hari H agar servernya bisa mengakomodir",5,2024-11-20 10:03:36,Positif,,lebih ke kemampuan server juga si sepertinyauntuk aplikasi sejauh kemarin uji coba beban dengan mengupload sesuai kondisi pada hari h agak membutuhkan waktu di pengunggahan berkas sebenarnya tampilan aplikasi ya gak jauh beda dengan pemilu kemarin tapi kok ya ukurannya segajah apalagi kalau sudah digunakan untuk login dan mengambil gambar langsung bengkakl 2x lipatnya secar keseluruhan kinerjanya sudah bagus hanya tolong dikondisikan saat hari h agar servernya bisa mengakomodir,lebih ke kemampuan server juga si sepertinyauntuk aplikasi sejauh kemarin uji coba beban dengan mengupload sesuai kondisi pada hari h agak membutuhkan waktu di pengunggahan berkas sebenarnya tampilan aplikasi iya tidak jauh beda dengan pemilu kemarin tapi mengapa iya ukurannya segajah apalagi kalau sudah digunakan untuk login dan mengambil gambar langsung bengkakl 2x lipatnya secar keseluruhan kinerjanya sudah bagus hanya mohon dikondisikan saat hari h agar servernya bisa mengakomodir,kemampuan server si sepertinyauntuk aplikasi kemarin uji coba beban mengupload sesuai kondisi h membutuhkan pengunggahan berkas tampilan aplikasi iya beda pemilu kemarin iya ukurannya segajah login mengambil gambar langsung bengkakl 2x lipatnya secar kinerjanya bagus mohon dikondisikan h servernya mengakomodir,"['kemampuan', 'server', 'si', 'sepertinyauntuk', 'aplikasi', 'kemarin', 'uji', 'coba', 'beban', 'mengupload', 'sesuai', 'kondisi', 'h', 'membutuhkan', 'pengunggahan', 'berkas', 'tampilan', 'aplikasi', 'iya', 'beda', 'pemilu', 'kemarin', 'iya', 'ukurannya', 'segajah', 'login', 'mengambil', 'gambar', 'langsung', 'bengkakl', '2x', 'lipatnya', 'secar', 'kinerjanya', 'bagus', 'mohon', 'dikondisikan', 'h', 'servernya', 'mengakomodir']",mampu server si sepertinyauntuk aplikasi kemarin uji coba beban mengupload sesuai kondisi h butuh unggah berkas tampil aplikasi iya beda milu kemarin iya ukur gajah login ambil gambar langsung bengkakl 2x lipat secar kerja bagus mohon kondisi h servernya mengakomodir
"Mudah digunakan oleh berbagai kalangan umur, tidak ada kendala saat masuk, dengan memakai teknologi terbaru semua jenis smartphone bisa mengaksesnya, saran kedepannya ada fitur akses barcode juga",5,2024-11-20 10:00:13,Positif,,mudah digunakan oleh berbagai kalangan umur tidak ada kendala saat masuk dengan memakai teknologi terbaru semua jenis smartphone bisa mengaksesnya saran kedepannya ada fitur akses barcode juga,mudah digunakan oleh berbagai kalangan umur tidak ada kendala saat masuk dengan memakai teknologi terbaru semua jenis smartphone bisa mengaksesnya saran kedepannya ada fitur akses barcode juga,mudah kalangan umur kendala masuk memakai teknologi terbaru jenis smartphone mengaksesnya saran kedepannya fitur akses barcode,"['mudah', 'kalangan', 'umur', 'kendala', 'masuk', 'memakai', 'teknologi', 'terbaru', 'jenis', 'smartphone', 'mengaksesnya', 'saran', 'kedepannya', 'fitur', 'akses', 'barcode']",mudah kalang umur kendala masuk pakai teknologi baru jenis smartphone akses saran depan fitur akses barcode
"Kok gk bisa di update ya, Ada apa gerangan?",4,2024-11-20 09:58:14,Positif,,kok gk bisa di update ya ada apa gerangan,mengapa tidak bisa di update iya ada apa gerangan,update iya gerangan,"['update', 'iya', 'gerangan']",update iya gerangan
Kok bisa2 nya aplikasi ini gak beres dari februari sampe skrg,1,2024-11-20 09:14:13,Negatif,,kok bisa2 nya aplikasi ini gak beres dari februari sampe skrg,mengapa bisa2 nya aplikasi ini tidak beres dari februari sampe sekarang,bisa2 nya aplikasi beres februari sampe,"['bisa2', 'nya', 'aplikasi', 'beres', 'februari', 'sampe']",bisa2 nya aplikasi beres februari sampe
rudet,1,2024-11-20 08:58:12,Negatif,,rudet,rudet,rudet,['rudet'],rudet
Good,5,2024-11-20 06:52:50,Positif,,good,baik,,[],
bagus,5,2024-11-20 06:01:37,Positif,,bagus,bagus,bagus,['bagus'],bagus
"Pas sudah terverifikasi dan kluar ,sekarang tidak bisa maauk lagi",1,2024-11-20 06:01:18,Negatif,,pas sudah terverifikasi dan kluar sekarang tidak bisa maauk lagi,saat sudah terverifikasi dan kluar sekarang tidak bisa maauk lagi,terverifikasi kluar maauk,"['terverifikasi', 'kluar', 'maauk']",verifikasi kluar maauk
aplikasi hebat,1,2024-11-20 05:36:21,Negatif,,aplikasi hebat,aplikasi hebat,aplikasi hebat,"['aplikasi', 'hebat']",aplikasi hebat
tolong di permuda cara masuknya,1,2024-11-20 04:50:38,Negatif,,tolong di permuda cara masuknya,mohon di permuda cara masuknya,mohon permuda masuknya,"['mohon', 'permuda', 'masuknya']",mohon muda masuk
Kenapa tidak bisa di update,2,2024-11-20 04:43:34,Negatif,,kenapa tidak bisa di update,kenapa tidak bisa di update,update,['update'],update
bintang yang berbicara,1,2024-11-20 04:05:55,Negatif,,bintang yang berbicara,bintang yang berbicara,bintang berbicara,"['bintang', 'berbicara']",bintang bicara
Bagus,5,2024-11-20 03:43:43,Positif,,bagus,bagus,bagus,['bagus'],bagus
Good,5,2024-11-20 02:55:38,Positif,,good,baik,,[],
Mantapp,5,2024-11-20 02:41:56,Positif,,mantapp,mantapp,mantapp,['mantapp'],mantapp
Mesti angel,1,2024-11-20 01:40:27,Negatif,,mesti angel,mesti angel,mesti angel,"['mesti', 'angel']",mesti angel
"Diperbaiki buat negara!! Yg bagus aplikasi, jangan eror2 terus, gimana pas hari H",1,2024-11-20 01:20:07,Negatif,,diperbaiki buat negara yg bagus aplikasi jangan eror2 terus gimana pas hari h,diperbaiki untuk negara yang bagus aplikasi jangan eror2 terus gimana saat hari h,diperbaiki negara bagus aplikasi eror2 gimana h,"['diperbaiki', 'negara', 'bagus', 'aplikasi', 'eror2', 'gimana', 'h']",baik negara bagus aplikasi eror2 gimana h
Baik,5,2024-11-19 23:39:55,Positif,,baik,baik,,[],
"Tolong di perbaiki lagi , jgn setiap mau masuk harus upgrade terus, bukan mempercepat dan memperlancar kerja malah memper lambat kerjaan",1,2024-11-19 23:20:39,Negatif,,tolong di perbaiki lagi jgn setiap mau masuk harus upgrade terus bukan mempercepat dan memperlancar kerja malah memper lambat kerjaan,mohon di perbaiki lagi jgn setiap ingin masuk harus upgrade terus bukan mempercepat dan memperlancar kerja malah memper lambat kerjaan,mohon perbaiki jgn masuk upgrade mempercepat memperlancar kerja memper lambat kerjaan,"['mohon', 'perbaiki', 'jgn', 'masuk', 'upgrade', 'mempercepat', 'memperlancar', 'kerja', 'memper', 'lambat', 'kerjaan']",mohon baik jgn masuk upgrade cepat lancar kerja memper lambat kerja
Sirekap dapat mempercepat perhitungan suara,5,2024-11-19 21:22:40,Positif,,sirekap dapat mempercepat perhitungan suara,sirekap dapat mempercepat perhitungan suara,sirekap mempercepat perhitungan suara,"['sirekap', 'mempercepat', 'perhitungan', 'suara']",sirekap cepat hitung suara
Sangat membantu,5,2024-11-19 20:46:47,Positif,,sangat membantu,sangat membantu,membantu,['membantu'],bantu
"Untuk saat ini tidak ada masalah,semoga dihari haknya tidak bermasalah dan lancar.",4,2024-11-19 18:07:31,Positif,,untuk saat ini tidak ada masalahsemoga dihari haknya tidak bermasalah dan lancar,untuk saat ini tidak ada masalahsemoga dihari haknya tidak bermasalah dan lancar,masalahsemoga dihari haknya bermasalah lancar,"['masalahsemoga', 'dihari', 'haknya', 'bermasalah', 'lancar']",masalahsemoga hari hak masalah lancar
Aplikasi Sirekap selalu bikin darah mendidih 😂,1,2024-11-19 15:13:22,Negatif,,aplikasi sirekap selalu bikin darah mendidih,aplikasi sirekap selalu bikin darah mendidih,aplikasi sirekap bikin darah mendidih,"['aplikasi', 'sirekap', 'bikin', 'darah', 'mendidih']",aplikasi sirekap bikin darah didih
Sangat membantu dalam tahapan PILKADA 2024 KPPS sangat mudah untuk mengakses data,5,2024-11-19 15:13:18,Positif,,sangat membantu dalam tahapan pilkada 2024 kpps sangat mudah untuk mengakses data,sangat membantu dalam tahapan pilkada 2024 kpps sangat mudah untuk mengakses data,membantu tahapan pilkada 2024 kpps mudah mengakses data,"['membantu', 'tahapan', 'pilkada', '2024', 'kpps', 'mudah', 'mengakses', 'data']",bantu tahap pilkada 2024 kpps mudah akses data
tolong di benai untuk tingkat saat gunakan kamera gmbar goyang dan lambat fokusnya,2,2024-11-19 15:02:45,Negatif,,tolong di benai untuk tingkat saat gunakan kamera gmbar goyang dan lambat fokusnya,mohon di benai untuk tingkat saat gunakan kamera gmbar goyang dan lambat fokusnya,mohon benai tingkat kamera gmbar goyang lambat fokusnya,"['mohon', 'benai', 'tingkat', 'kamera', 'gmbar', 'goyang', 'lambat', 'fokusnya']",mohon bena tingkat kamera gmbar goyang lambat fokus
Sirekap mantap lemotnya,5,2024-11-19 14:30:20,Positif,,sirekap mantap lemotnya,sirekap mantap lemotnya,sirekap mantap lemotnya,"['sirekap', 'mantap', 'lemotnya']",sirekap mantap lot
Buat apa ada aplikasi sirekap jika proses untuk login nya pun sulit.,1,2024-11-19 14:20:00,Negatif,,buat apa ada aplikasi sirekap jika proses untuk login nya pun sulit,untuk apa ada aplikasi sirekap jika proses untuk login nya pun sulit,aplikasi sirekap proses login nya sulit,"['aplikasi', 'sirekap', 'proses', 'login', 'nya', 'sulit']",aplikasi sirekap proses login nya sulit
Baguss,3,2024-11-19 13:39:47,Netral,,baguss,baguss,baguss,['baguss'],baguss
Min aplikasinya tidak bisa di-update per 19 November 2024,3,2024-11-19 13:35:44,Netral,,min aplikasinya tidak bisa diupdate per 19 november 2024,min aplikasinya tidak bisa diupdate per 19 november 2024,min aplikasinya diupdate 19 november 2024,"['min', 'aplikasinya', 'diupdate', '19', 'november', '2024']",min aplikasi diupdate 19 november 2024
"Kalo kata saya mah mending ini apk batalin, kebanyakan kendalanya.. kalo belom siap pake aplikasi mending gak usah dari pada udah deket pemilihan tapi banyak kendala.. uji cobanya nanti aja setelah pemilihan, saya ngalamin dari pemilu sampe pilkada",1,2024-11-19 13:32:01,Negatif,,kalo kata saya mah mending ini apk batalin kebanyakan kendalanya kalo belom siap pake aplikasi mending gak usah dari pada udah deket pemilihan tapi banyak kendala uji cobanya nanti aja setelah pemilihan saya ngalamin dari pemilu sampe pilkada,kalau kata saya mah mending ini aplikasi batalin kebanyakan kendalanya kalau belom siap pakai aplikasi mending tidak usah dari pada sudah deket pemilihan tapi banyak kendala uji cobanya nanti saja setelah pemilihan saya ngalamin dari pemilu sampe pilkada,mah mending aplikasi batalin kebanyakan kendalanya belom pakai aplikasi mending deket pemilihan kendala uji cobanya pemilihan ngalamin pemilu sampe pilkada,"['mah', 'mending', 'aplikasi', 'batalin', 'kebanyakan', 'kendalanya', 'belom', 'pakai', 'aplikasi', 'mending', 'deket', 'pemilihan', 'kendala', 'uji', 'cobanya', 'pemilihan', 'ngalamin', 'pemilu', 'sampe', 'pilkada']",mah mending aplikasi batalin banyak kendala bom pakai aplikasi mending deket pilih kendala uji coba pilih ngalamin milu sampe pilkada
🙏,5,2024-11-19 13:28:57,Positif,,,,,[],
"Kenapa tidak bisa login ke dalam aplikasi sirekap ini, padahal login bimtek 1 dan bimtek 4 aman2 aja, sekarang login bimtek 5 gak bisa sama sekali, mohon bantuannya",1,2024-11-19 13:11:41,Negatif,,kenapa tidak bisa login ke dalam aplikasi sirekap ini padahal login bimtek 1 dan bimtek 4 aman2 aja sekarang login bimtek 5 gak bisa sama sekali mohon bantuannya,kenapa tidak bisa login ke dalam aplikasi sirekap ini padahal login bimtek 1 dan bimtek 4 aman2 saja sekarang login bimtek 5 tidak bisa sama sekali mohon bantuannya,login aplikasi sirekap login bimtek 1 bimtek 4 aman2 login bimtek 5 mohon bantuannya,"['login', 'aplikasi', 'sirekap', 'login', 'bimtek', '1', 'bimtek', '4', 'aman2', 'login', 'bimtek', '5', 'mohon', 'bantuannya']",login aplikasi sirekap login bimtek 1 bimtek 4 aman2 login bimtek 5 mohon bantu
Susah untuk login,1,2024-11-19 13:07:36,Negatif,,susah untuk login,susah untuk login,susah login,"['susah', 'login']",susah login
Bagus bikin saya pusing tujuh keliling bukan karena kesulitannyah tapi gangguan sistem aplikasi sirekap nyah banyak di ome ome ku pemangku kebijakan nyah,5,2024-11-19 13:04:54,Positif,,bagus bikin saya pusing tujuh keliling bukan karena kesulitannyah tapi gangguan sistem aplikasi sirekap nyah banyak di ome ome ku pemangku kebijakan nyah,bagus bikin saya pusing tujuh keliling bukan karena kesulitannyah tapi gangguan sistem aplikasi sirekap nyah banyak di ome ome ku pemangku kebijakan nyah,bagus bikin pusing tujuh keliling kesulitannyah gangguan sistem aplikasi sirekap nyah ome ome ku pemangku kebijakan nyah,"['bagus', 'bikin', 'pusing', 'tujuh', 'keliling', 'kesulitannyah', 'gangguan', 'sistem', 'aplikasi', 'sirekap', 'nyah', 'ome', 'ome', 'ku', 'pemangku', 'kebijakan', 'nyah']",bagus bikin pusing tujuh keliling kesulitannyah ganggu sistem aplikasi sirekap nyah ome ome ku mang bijak nyah
Ok bagus,5,2024-11-19 12:40:03,Positif,,ok bagus,ok bagus,ok bagus,"['ok', 'bagus']",ok bagus
Semoga sistem nya lancar dan lebih baik,5,2024-11-19 11:49:05,Positif,,semoga sistem nya lancar dan lebih baik,semoga sistem nya lancar dan lebih baik,semoga sistem nya lancar,"['semoga', 'sistem', 'nya', 'lancar']",moga sistem nya lancar
