content,score,at,label
"Aplikasi yang belum siap tapi dipaksakan ya gini , buang buang anggaran aja , tolong di benahi lagi dong untuk apk si rekap",1,2024-11-10 14:33:58,Negatif
Tidak bisa masuk apk,5,2024-11-10 14:33:29,Negatif
Sangat sangat lemot,5,2024-11-10 14:27:39,Negatif
Pemborosan uang rakyat di pakai buat aplikasi yang ga guna,1,2024-11-10 14:23:08,Negatif
Good,2,2024-11-10 14:18:10,Positif
benar,5,2024-11-10 14:11:06,Positif
Aplikasi versi ini sudah tidak dapat di gunakan.klo blm siap jgn di publikasikan dong.nanti di saat hari H nya error .,1,2024-11-10 14:10:11,Negatif
Tidak bisa di buka,1,2024-11-10 14:06:54,Negatif
"Aplikasi versi ini sudah tidak dapat di gunakan,, maksudnya",2,2024-11-10 14:03:38,Negatif
Di kasih link dari kpu pas di alihkan ke PlayStore malah aplikasi versi ini tdk bisa di gunakan.. Di Indonesia kaya gk ada lagi orang pintar IT. Developer yg skrg sangat buruk.,1,2024-11-10 13:57:16,Negatif
Baik,4,2024-11-10 13:56:57,Positif
Kenapa belum di ubah ke versi terbaru.. karna suda di instal tapi setelah buka. versi lama dan tidak dapat di gunakan,2,2024-11-10 13:48:22,Netral
Tidak bisa login di Hp vivo n oppo,1,2024-11-10 13:47:34,Negatif
Ingin mengetahui lebih lagi bagaimana cara menggunakan aplikasi sirekap,5,2024-11-10 13:46:57,Netral
Aplikasi versi ini sudah tidak bisa di gunakan....gunakan versi anda sendiri 🤣,1,2024-11-10 13:45:07,Negatif
"""aplikasi versi ini sudah tidak dapat digunakan"" Hape gw yang gak support apa sistemnya yang tidak berjalan pada semestinya?? *Confused!!!*",1,2024-11-10 13:41:43,Negatif
Aplikasi sdh tdk bs di gunakan tp di sarankan dr wa KPU surun login..hadeehhh,1,2024-11-10 13:40:03,Negatif
Gagal mendapatkan kunci digital. Gimana solusinya,2,2024-11-10 13:27:20,Negatif
"Bagaimana cara mendapatkan link aktivasi, karena saya sudah mengklik link tapi yang muncul adalah token expired ?",1,2024-11-10 13:22:09,Negatif
Bagus sekali aplikasi ini,5,2024-11-10 13:20:56,Positif
Tolong di update ke versi terbaru karena aplikasi versi ini tidak bisa di gunakan.,3,2024-11-10 13:18:01,Netral
Nice,5,2024-11-10 13:17:37,Positif
Update sirekap dulu pak yang terbaru soalnya yang lama tidak bisa di pakai lagi,3,2024-11-10 13:05:41,Negatif
busuk,1,2024-11-10 12:52:32,Negatif
Kocak dapat link dari kpu tetep aja ngebug. Versi sudah terpakai🤣,1,2024-11-10 12:51:01,Negatif
"Tolong diperbarui min aplikasinya, soalnya versi sekarang gk bisa dibukak",1,2024-11-10 12:18:09,Negatif
tidak bisa masuksn kode autenticator,3,2024-11-10 12:10:51,Negatif
Beban,2,2024-11-10 12:10:05,Negatif
Sangat bagus,5,2024-11-10 12:04:21,Positif
Ribet susah mau login aja,1,2024-11-10 12:02:06,Negatif
App tdk jelas,5,2024-11-10 12:01:49,Negatif
Sudah di install...tapi ga bisa sudah di gunakan ..,2,2024-11-10 11:49:05,Negatif
pas di download keterangan nya aplikasi tidak bisa di gunakan,1,2024-11-10 11:48:34,Negatif
"Tolong di perbaiki sgera,sdh di install tidk dpt dbuka",5,2024-11-10 11:48:29,Negatif
"Yg ngirim link donload kpu, tapi kok apk- nya udh ga bisa digunakn lagi ya...",2,2024-11-10 11:48:07,Negatif
"Tolong lah berikan tugas kepada profesional, masa sekelas proyek Nasional kualitas Aplikasinya jelek gini",1,2024-11-10 11:21:58,Negatif
Aplikasi tidak bisah di buka,5,2024-11-10 11:18:46,Negatif
Sngat mendukung,1,2024-11-10 11:15:14,Positif
"Masih ga bisa dibuka versi aplikasinya tidak dapat digunakan ?? Lah ??? Bahkan untuk kunci pengaman tidak disediakan aplikasi, hedeh....... Aplikasi pemerintah loh ini tingkat nasional lagi.... Kalau mmg ada masalah lain selain versi kyk server harusnya dicantumkan kendalanya",1,2024-11-10 11:00:31,Negatif
Tidak tersedia untuk iphone,1,2024-11-10 10:59:01,Negatif
Aplikasi sering eror..udah di download tpi nggak bisa di gunakan,4,2024-11-10 10:53:12,Negatif
"Kenapa saya download aplikasi ini tidak dapat di gunakan, gimana solusinya? Saya sudah instal berkali-kali, masih aja tidak dapat di gunakan",1,2024-11-10 10:52:55,Negatif
Mantap,5,2024-11-10 10:44:58,Positif
Mantap,5,2024-11-10 10:38:21,Positif
Mohon diperbaiki. Device Poco x3 pro MIUI 13 pas buka aplikasi (versi aplikasi ini sudah tidak dapat digunakan) padahal sudah terbaru.,5,2024-11-10 10:25:00,Negatif
mantap,5,2024-11-10 10:21:28,Positif
"Seharusnya KPU lebih prepare dalam menyiapkan aplikasi ini, karena dari tahun"" sebelumnya selalu bermasalah, kalau memang aplikasi belum terupdate seharusnya tidak mengirimkan pesan WA untuk mengunduh aplikasinya, alhasil pasti akan mendapatkan ulasan bintang 1",1,2024-11-10 10:13:59,Negatif
Gini jadi nya kalau yang buat aplikasi punya orang dalam tapi gak punya skil di bidang nya Pukimakkk,1,2024-11-10 10:12:12,Negatif
Ini aplikasi maksutnya gimana si?,1,2024-11-10 09:59:37,Negatif
Aplikasi tidak bisa dibuka dan digunakan,1,2024-11-10 09:58:17,Negatif
istimewa,5,2024-11-10 09:55:13,Positif
"""Aplikasi versi ini sudah tidak dapat digunakan"" Padahal sudah mengikuti arahan, tapi tetap seperti ini. Aplikasinya juga sudah saya download hapus download hapus tapi ttp saja seperti ini",1,2024-11-10 09:54:49,Negatif
Sangat membantu,5,2024-11-10 09:36:41,Positif
Sudah banyak peningkatan untuk pilkada 2024...👍,5,2024-11-10 09:14:24,Positif
Ok,4,2024-11-10 09:07:09,Netral
Bagus,4,2024-11-10 08:56:10,Positif
Yang bener dong,1,2024-11-10 08:50:03,Negatif
Tidak bisa dibuka,1,2024-11-10 08:48:21,Negatif
Apk BUSUK!,1,2024-11-10 08:31:51,Negatif
Setelah masuk pesan aktivitasi dan berhasil. Malah setelah masuk aplikasi nya invalid username wak. Kocak kocak,1,2024-11-10 08:28:13,Negatif
BINTANG 🌟 5 SEMANGAT BIKIN APK PREMATUR MIN,5,2024-11-10 08:15:13,Negatif
Gk jelas aplikasnya,1,2024-11-10 07:58:07,Negatif
buruk sekali,1,2024-11-10 07:43:02,Negatif
"Tidak bisa digunakan. ""versi aplikasi ini sudah tidak bisa digunakan"" begitu responnya",1,2024-11-10 07:39:35,Negatif
Server lambat,1,2024-11-10 07:33:31,Negatif
Sangat bermanfaat,5,2024-11-10 07:19:23,Positif
"Behh kasus men , sama smua masalahnya",1,2024-11-10 07:17:59,Negatif
Ok,5,2024-11-10 07:09:47,Netral
Kocak,1,2024-11-10 06:48:25,Netral
Ok,5,2024-11-10 06:47:49,Netral
Bagus,5,2024-11-10 06:43:00,Positif
"sirekap kapan sih siapnya bisa digunakan? pengalaman pemilu masih kurang kah buat berbenah jadi lebih baik performanya, baru di install masa gak bisa digunakan",1,2024-11-10 06:40:09,Negatif
Apelikasih buzuk tak gune...,1,2024-11-10 06:36:47,Negatif
Susah ga bisa login password salah terus,1,2024-11-10 05:51:04,Negatif
"Aplikasi pemerintah masih sama aja, kalo ga proses login ga bisa, atau minta update padahal aplikasi belum ada update resmi",1,2024-11-10 05:50:40,Negatif
Weladalah wes donlod kok aplikasi ini tidak bisa digunakan.. wahjian payah ngabisin kuota aja. Piye tha iki rajelas,1,2024-11-10 05:46:39,Negatif
Tdk tersedia,1,2024-11-10 05:45:24,Negatif
Apk ini kok susah yang di minta versi terbaru malah versi yang lama wajar gak bisa di gunakan mana versi terbaru nya jangan bikin KPPS tunggang langgang habis paket untuk download apk yang sama kalau Saya bukan salah satu anggota kpps gak perlu saya download apk sirekap bikin pusing kepala aja,5,2024-11-10 05:40:20,Negatif
"Aplikasi tolol di download malah ngulang terus, tolong ini aplikasi nya di update jgn cuma habis masuk kocek anggaran nya",1,2024-11-10 05:30:18,Negatif
Yg bikin orang tolol apa gimanasih gakbisa dibuka.,1,2024-11-10 05:25:43,Negatif
"baru saja download sudah tdk bisa di gunakan, terus untuk kedepannya gmna?. tolonglah gmna caranya jgn smpe hal yg kemaren di pilpres terulang lagi di pilkada",1,2024-11-10 05:20:00,Negatif
"Untuk sebuah aplikasi saja di Indonesia ini belum mampu di ciptakan,bahkan sampai hari H nya belom bisa normal , gimana ceritanya kita mau jadi negara maju , sedangkan hal seperti ini saja belum mampu",1,2024-11-10 05:19:52,Negatif
Aplikasi bagus. Terbukti membayar,5,2024-11-10 05:17:07,Positif
Kpu arahkan ke link aplikasi ini .tpi aplikasi tidak di perbarui . Ribet pakai2 begini . Dlu suharto jadi presiden gk pakai yg begini2an,2,2024-11-10 05:14:35,Negatif
Tidak bisa di gunakan untuk android versi terbaru dan sering terjadi lag pada saat pemakaian,1,2024-11-10 05:10:16,Negatif
Oke,5,2024-11-10 05:05:07,Netral
Susah masuk nya,2,2024-11-10 05:01:54,Negatif
Astga ngurus aplikasi spele kyk gini aja gk BECUS 😂👎,1,2024-11-10 04:53:10,Negatif
Baru download sudah ada pesan app versi ini sudah tidak dapat digunakan... Saya hapus instal lagi sampai 3 kali.. sama aja.. lhah trus kudu gimana..?,1,2024-11-10 04:49:43,Negatif
Aplikasi kok di anggurin... Kebanyakan dikorupsi dananya... Ckcckckck,1,2024-11-10 04:46:40,Negatif
Aplikasi tidak bisa di akses,5,2024-11-10 04:30:55,Negatif
aplikasi versi ini tidak lagi bisa digunakan. kenapa bisa seperti itu?,1,2024-11-10 04:16:18,Negatif
Sangat bagus....,5,2024-11-10 04:10:24,Positif
Gimana download malah gak bisa dibuka,1,2024-11-10 04:09:17,Negatif
giateeel,1,2024-11-10 04:08:09,Negatif
"Aplikasi beleng ,, udah di download tapi gak bisa di buka ,, tolol betul gak belajar dari kesalahan ini KPU ,, masih aja di pake apk ,, sedangkan perhitungan manual juga bagus gak ngerepotin ,, emang gak jelas KPU ini ,, kalo bisa kasih bintang 0 ku kasih bintang 0 ini",1,2024-11-10 04:03:23,Negatif
bagus,5,2024-11-10 04:02:42,Positif
Terpecaya,5,2024-11-10 03:50:30,Positif
Aplikasi GK bisa dipakai,1,2024-11-10 03:29:33,Negatif
udah diinstal tp versinya kadaluarsa,1,2024-11-10 03:29:11,Negatif
ngk bisa pp,5,2024-11-10 03:24:59,Negatif
Tidak dapat digunakan,3,2024-11-10 03:19:24,Negatif
Sudah di download tapi di buka muncul tulisan buka kunci layar,1,2024-11-10 03:16:58,Negatif
Error aplikasi,5,2024-11-10 03:09:03,Negatif
Sangat bagusssss,5,2024-11-10 03:02:29,Positif
Bagus cepat,5,2024-11-10 02:55:20,Positif
Tidak dapat digunakan,1,2024-11-10 02:51:15,Negatif
Baik sekali,5,2024-11-10 02:41:36,Positif
Sudah di download tapi gak bisa di buka??,1,2024-11-10 02:32:03,Negatif
Expired,1,2024-11-10 02:29:50,Netral
"Kenapa ketika di buka ada keterangan aplikasi versi ini sudah tidak bekerja padahal ini sudah versi terbaru, linknya saya dapat dari WhatsApp kpu ?",1,2024-11-10 02:05:09,Negatif
Disuruh verifikasi data tapi aplikasinya tidak bisa dipakai (aplikasi versi ini tidak bisa digunakan!),1,2024-11-10 02:01:37,Negatif
Ok,5,2024-11-10 01:53:18,Netral
"Ko pas udh mau login,udh masukin pasword sama namanya knp gk bisa login ya",3,2024-11-10 01:46:22,Netral
Tidak dapat digunakan,1,2024-11-10 01:44:04,Negatif
Ok,5,2024-11-10 01:30:41,Netral
"aplikasi buatan anak magang, anggaran serius buat aplikaai bercanda 😜",1,2024-11-10 01:25:59,Negatif
Tingkat sebaik mungkin,5,2024-11-10 01:22:46,Positif
Tidak bisa dibuka,2,2024-11-10 01:09:28,Negatif
Ganti versi dong,1,2024-11-10 00:45:48,Negatif
"Baru donload tpi knpa muncul nya malah ""aplikasi versi ini sudah tidak dapat digunakan"" Adakah yg bisa bantu saya,",3,2024-11-10 00:38:55,Negatif
Sekelas KPU buat aplikasi tidak dapat digunakan disemua merk ponsel,1,2024-11-10 00:25:00,Negatif
Suka eror dan gajelas gabisa di download,1,2024-11-10 00:21:08,Negatif
muncul keterangan APLIKASI VERSI INI SUDAH TIDAK DAPAT DIGUNAKAN,1,2024-11-10 00:20:01,Negatif
"Produk uji coba kok udh di luncurkan,lucunya ini jadi patokan dan menjadi alat wajib bagi kpps, daripada mempermudah malah jadi merepotkan,contoh saat pilnas kemarin udah susah2 simulasi dsb malah pas hari H tidak bisa digunakan,sangat buang2 waktu.",3,2024-11-10 00:19:23,Negatif
Bagus,5,2024-11-10 00:16:20,Positif
follow iG : VILLA FAJAR JAYA,5,2024-11-10 00:08:23,Netral
Tidak bisa download,1,2024-11-09 23:51:01,Negatif
Kenapa apk ini tidak bisa di buka dan selalu keluar bacaan apk ini sudah tidak bisa di gunakan,2,2024-11-09 23:48:40,Negatif
Tolong update ke aplikasi yang terbaru. Agar lebih memudahkan petugas yang bekerja di lapangan. Ketika bimtek di beritahu akan menggunakan aplikasi versi 2.71 tapi kenapa aplikasi masih versi 2.55. Tolonglah percepat update nya agar petugas di lapangan tidak kebingungan saat menggunakan aplikasi si rekap di karenakan jadwal yang minim untuk mempelajari aplikasi si rekap,3,2024-11-09 23:44:05,Negatif
Saya tidak dapat membuka karena ada pemberitauan aplikasi ini tidak dapat digunakan,1,2024-11-09 23:39:01,Negatif
Ada kendala aplikasi sudah tidak bisa digunakan.. Minta solusi,3,2024-11-09 23:32:22,Negatif
Susah bgt mau submit doang😪,3,2024-11-09 23:05:11,Negatif
"Kenapa susah GK bisa login y,jelak banget aplikasinya",2,2024-11-09 22:57:27,Negatif
Aplikasi lumayan untuk digunakan pemilihan,4,2024-11-09 22:38:33,Positif
Bagus,5,2024-11-09 22:15:25,Positif
Gimana ini ga bisa di pakai apk nya min aplikasi sudah tidak bisa digunakan sudah coba berulang ulang masih tetap sama,1,2024-11-09 22:04:01,Negatif
Not valid,1,2024-11-09 22:01:23,Negatif
Tidak bisa klik submit pas saat mau log in.. Itu kenapa ya,1,2024-11-09 21:57:42,Negatif
"Sudah download sesuai link dr kpu, eh malah tidak bs dgunakan,",1,2024-11-09 21:52:03,Negatif
Link langsung dari kpu... tp apk tdk bisa dibuka🤪🤪,1,2024-11-09 21:41:09,Negatif
Good,5,2024-11-09 21:21:59,Positif
Mantap,5,2024-11-09 19:57:51,Positif
tidak dapat dibuka,5,2024-11-09 18:41:49,Negatif
SUKSESKAN PILKADA 2024,5,2024-11-09 18:41:31,Netral
Gak bisa digunakan😵‍💫😵‍💫,1,2024-11-09 18:36:04,Negatif
"Aplikasi benar2 g jelas,setelah di update bukan makin bagus malah makin ga karuan,setelah update ga bisa login lagi dan hal sama kembali terjadi di pilkada,file di kirim langsung oleh kpu pusat tetapi masih terjadi error ""aplikasi versi ini sudah tidak bisa di gunakan kan taik 🤣🤣🤣",1,2024-11-09 18:20:23,Negatif
apk gk bisa login,5,2024-11-09 17:34:48,Negatif
"Solusi nya gmn atuh ini teh Kan sesuai arahan msih ttp aja ""Aplikasi Versi ini sudah tidak bisa d gunakan terus gmna atuh .",1,2024-11-09 17:27:03,Negatif
Sudah di instal TPi kalo di buka malah keluar tulisan aplikasi versi ini sudah tidak dapat digunakan,2,2024-11-09 17:17:41,Negatif
Awal gak bisa submit lama² login salah terus gimana si,1,2024-11-09 17:10:14,Negatif
Tambah Pengalaman,5,2024-11-09 16:42:40,Positif
"Aplikasi babi,,boleh gak agar supaya lebih mudah untuk di buka..ini link lansung lo dari kpu..hp ram 8Gb rom 16 lo..",1,2024-11-09 16:27:59,Negatif
Ok,5,2024-11-09 16:21:37,Netral
Diarahkan kemari tapi yang keluar aplikasi sudah tidak dapat digunakan. Solusinya ketuaaa?,1,2024-11-09 16:15:20,Negatif
Gk bisa login,1,2024-11-09 16:01:09,Negatif
👍,5,2024-11-09 16:00:01,Positif
"Aplikasi buatan anak bangsa, senggol dong, Kasih bintang 1 dulu soalnya bikin susah dan emosi",1,2024-11-09 15:47:24,Negatif
Link dari KPU Tapi kenapa malah katanya sudah tidak berlaku lagi..... 😇,1,2024-11-09 15:30:18,Negatif
"Sudah download sesuai arahan dr WA kpu, stelah dbuka versi apk sudah tidak berlaku.. Apa itu apk pilpres kemaren kok sdh expayet🤔",2,2024-11-09 15:25:53,Negatif
Ga bisa di andelnin,1,2024-11-09 15:15:14,Negatif
aplikasi sperti ini masih dipakai,1,2024-11-09 15:05:03,Negatif
Versi ini tidak bisa digunakan tolong dulu bantu soalnya mau bimtek,1,2024-11-09 14:58:23,Negatif
Nice,5,2024-11-09 14:57:53,Positif
Baguss,5,2024-11-09 14:47:41,Positif
eror,4,2024-11-09 14:46:28,Negatif
Ok. Dicoba dulu,5,2024-11-09 14:43:51,Netral
Sangat memuaskan,5,2024-11-09 14:42:04,Positif
Yang sabar untuk yang mendownload tapi blom bisa. Di buka.. setiap KPU beda versi dan ubdet . Nanti ada arahan dari pps untuk meng updet versi terbaru.. di karenakan beda calon di setiap KPU. Versi dan updet uga berbeda,5,2024-11-09 14:26:28,Netral
Kok GK bisa login,2,2024-11-09 14:06:54,Negatif
Semua Apk pemerintah pasti banyak trouble nya,1,2024-11-09 13:47:50,Negatif
Bagus,5,2024-11-09 13:40:31,Positif
Baik,4,2024-11-09 13:32:45,Positif
aplikasi sudah usang .,1,2024-11-09 13:31:43,Negatif
"Kak...punya saya kok ""aplikasi versinya sudah tidak dapat di gunakan "" gimana solusinya",1,2024-11-09 13:31:21,Negatif
Perbaiki versinya sebelum pilkada👷🏻,1,2024-11-09 13:29:03,Negatif
"Sudah install, ga bisaa login. Uninstal. Install lagi. Tapi tetep sama 😭",1,2024-11-09 13:26:06,Negatif
Sudah bisa di download tpi belum dapat wa username dan passwor sama KPU,1,2024-11-09 13:19:18,Netral
Kecewa,1,2024-11-09 13:04:06,Negatif
Bagus,5,2024-11-09 13:03:55,Positif
aplikasi tidak dapat digunakan,1,2024-11-09 12:59:01,Negatif
"Knp aplikasinya tidak bisa digunakan,saat diklik langsung ada versi ini sudah tidak bisa digunakan..",1,2024-11-09 12:46:44,Negatif
Terlalu bertele²,2,2024-11-09 12:38:57,Negatif
Udah download tpi pas buka tertulis aplikasi jenis ini sudah tidak dapat digunakan,1,2024-11-09 12:32:40,Negatif
kenapa tidak bisa kebuka,1,2024-11-09 12:31:52,Negatif
Sangat membantu,5,2024-11-09 12:18:03,Positif
Bagus,5,2024-11-09 12:06:20,Positif
Berkali-kali donlod gac mau kebuka,1,2024-11-09 11:57:23,Negatif
Bagaimana jika lupa password nya tolong di bantu,5,2024-11-09 11:57:20,Netral
Gak bsa digunakan,1,2024-11-09 11:54:13,Negatif
Aplikasi tidak bisa dibuka,1,2024-11-09 11:53:00,Negatif
Buruk,1,2024-11-09 11:52:12,Negatif
"Apk nya error gaa bissa buat login, tolong di perbaiki lagi",1,2024-11-09 11:42:27,Negatif
"Aplikasi bapuk, sekelas KPU bikin aplikasi ribet + ruwet",1,2024-11-09 11:40:19,Negatif
Belum pernah pengalaman sirekap,3,2024-11-09 11:37:44,Netral
"Meresahkan,",1,2024-11-09 11:37:40,Negatif
Tidak dapat di pakai,1,2024-11-09 11:35:13,Negatif
Ternyata belum siap... 🤦‍♂️🤦‍♂️,1,2024-11-09 11:29:11,Negatif
Apk apaan ini Masuk pun kagak bisa,1,2024-11-09 11:28:59,Negatif
"udah download dari link yg di berikan KPU,tp apk versi ini sudah tidak dapat digunakan hadehhh🙄",1,2024-11-09 11:23:40,Negatif
"Padahal aplikasi negara kenapa jelek sekali... Kenapa gak dibenahi aplikasi nya pas pilpres dan pileg udah ruwet.gak bisa di pakai pas hari H nya akhirnya nambah hari kerja untuk pemegang sirekap kemarin dan sekarang di download malah ada tulis ""silahkan kunci layar anda dengan sidik jari"" padahal hpku gak ada fitur sidik jarinya 😌",1,2024-11-09 11:16:21,Negatif
Apk GK jelas,1,2024-11-09 11:15:00,Negatif
"Alhamdullih aplikasinya ada kemajuan,,,aman terkendali sekaranv mah",4,2024-11-09 11:13:32,Positif
Ok,5,2024-11-09 10:58:52,Netral
"itulah kalo yang ngerjain sesuatu ga sesuai bidang nya, jadi nya ya gini hasilnya ampas tidak memenuhi standar, bahkan aplikasi game anak-anak saja jauh lebih baik daripada ini.",1,2024-11-09 10:57:18,Negatif
Ini aplikasi yang besok bakalan jadi biang masalah KPPS,1,2024-11-09 10:57:11,Negatif
Server jelek,1,2024-11-09 10:54:39,Negatif
aplikasi gagal,1,2024-11-09 10:50:08,Negatif
Kenapa pas d buka setelah d download ada tulisan aplikasi sudah tidak bisa digunakan,1,2024-11-09 10:31:46,Negatif
Gak bisa di gunakan aplikasi nya cuman ngabisin dana buat ini aplikasi,1,2024-11-09 10:19:05,Negatif
"Aplikasi tidak dapat digunakan,ada tulisan""aplikasi versi ini tidak dapat digunakan""",1,2024-11-09 10:15:23,Negatif
Klo ga bisa d pake knapa d sediakan aplikasinya bner2 ga guna pihak googleplay mlah pura2 dungu mlah d biarin beku kaya gini,1,2024-11-09 10:14:48,Negatif
Mantap,5,2024-11-09 10:07:59,Positif
Aplikasi veri ini sdah tidak di gunakan..ada tulisan seperti itu pas d buka tlong update nya biar bisa d buka,1,2024-11-09 10:00:22,Negatif
Sudah di download di play store tapi kok gk bisa di buka ya??,1,2024-11-09 09:55:20,Negatif
Versi nya kok oaaalaaaah. Jangan pas di pemilihan nanti error aplikasi lagi.dari awal begini saja sudah begini. Ini dari KPU pusat loh,2,2024-11-09 09:55:09,Negatif
Ok semoga lancar Saran saja ; semoga di pilkada ini tidak error lagi 🙏🏃‍♂️🏃‍♂️,5,2024-11-09 09:51:42,Positif
Aplikasi versi ini sudah tidak dapat digunakan????,3,2024-11-09 09:43:00,Netral
"Buang buang anggaran loh ini. Sudah hampir 1 tahun tapi tidak ada kemajuan, di bilang harus serba digitalisasi. Tapi masalah gini aja di anggap sepele. Pas Hari H pengennya semua lancar tpi malah gak ada tindakan sama sekali nih dari pembuat nya. Heraaaaan",1,2024-11-09 09:41:13,Negatif
Aplikasinya kadaluarsa g bisa di gunakan,1,2024-11-09 09:37:40,Negatif
Aplikasi jelek belum bisa di Akses,1,2024-11-09 09:26:17,Negatif
"habis download yg versi terbaru aja pas masuk langsung kena ulti ""Aplikasi versi ini sudah tidak dapat digunakan""",1,2024-11-09 09:25:38,Negatif
"Hadeuuhh, bergelud lagi dengan aplikasi yg belum matang, apalagi sekarang gak bisa di gunain gini.",1,2024-11-09 09:17:57,Negatif
Oke mantap,3,2024-11-09 09:16:21,Positif
Ngk jelas aplikasi sudah logout ngk bisa login lagi tolong la bagian developer nya perbaiki bug,5,2024-11-09 09:07:36,Positif
Aplikasinya blm bisa digunakan..,1,2024-11-09 09:06:39,Negatif
"Aplikasi ampas, buat masuk gagal terus. Bukannya mempermudah malah mempersulit bikin pusingggggg",1,2024-11-09 09:04:49,Negatif
