content,score,at,label,Unnamed: 0
Tidak cuma memperlama tolong jangan dikorupsilah buat bikin aplikasi,1,2024-11-12 03:36:40,Negatif,
Good,5,2024-11-12 03:31:41,Positif,
"dikirim WA disuruh login, kocak app nya aja belum siap, gimana sih?",1,2024-11-12 03:23:31,Negatif,
Aplikasi kurang bekerja dgn sampurna,1,2024-11-12 03:17:57,Negatif,
"Mau sampai kapan ini update nya sedangkan pemilihan udah 2 minggu lagi, tolong dong kpu dipercepat inikan belum login nya terkadang suka eror tuh",2,2024-11-12 03:12:31,Negatif,
"Aplikasinya malu maluin, ga update, sekelas negara Indonesia",1,2024-11-12 02:58:24,Negatif,
Tidak bisa masuk,1,2024-11-12 02:58:24,Negatif,
"Versi usang, untuk pilkada 2024",1,2024-11-12 02:55:57,Negatif,
"Kasian aplikasi pemerintah kok gini, miris!!",1,2024-11-12 02:39:31,Negatif,
Baru mendaptar,5,2024-11-12 01:53:01,Positif,
Aplikasi gak bisa di gunakan,2,2024-11-12 01:44:45,Negatif,
Bagimna ini e.........😡😡,1,2024-11-12 01:15:17,Negatif,
"Maaf saran saja Supaya petugas KPPS, terutama yg menjadi petugas Sirekap tidak meragukan keamanan data yg di HP, seharusnya aplikasi yg di pakai bukan APK. Kenapa ? Karena aplikasi APK sering digunakan sebagai tindak kejahatan perbankan, orang yg meng instal APK punya aplukasi mobil banking saldonya dapat terkuras. Terimakasih Salam",4,2024-11-12 01:13:03,Positif,
coba yg buat apk jangan bikin pusing,1,2024-11-12 01:00:51,Negatif,
Aplikasi ini sangatlah bagus akan tetapi masih ada kekurangannya.,5,2024-11-12 00:56:07,Positif,
Apk sudah di donload tpi tdak bisa digunakan,1,2024-11-12 00:41:30,Negatif,
mudah mudah apk berjalan lancar,5,2024-11-12 00:31:18,Positif,
Tidak bisa di gunakan,1,2024-11-12 00:08:51,Negatif,
Mohon untuk segera memperbaiki ke versi yang sesuai ... Agar bisa digunakan oleh petugas sirekap . Saya disini sirekap 1 belum bisa login aplikasi tersebut .,1,2024-11-12 00:05:18,Negatif,
Sangat baik,5,2024-11-11 23:47:17,Positif,
Aplikasi versi ini sudah tidak dapat digunakan 🙏🏻,1,2024-11-11 23:45:47,Negatif,
Mantap....,5,2024-11-11 23:25:14,Positif,
Belum bisa di buka,5,2024-11-11 23:22:50,Positif,
"Tidak bisa di gunakan, pilkada tiggal ngitung hari",1,2024-11-11 22:52:14,Negatif,
Tidak bisa di buka aplikasinya. Klo sekiranya belum siap bikin aplikasi jgn dulu di share lah app nya.,1,2024-11-11 22:51:13,Negatif,
Bikin kaya gini kan... ngeluarin duit banyak...tp kenapa aplikasinya bgini hadeuh... pemerintah,1,2024-11-11 22:42:41,Negatif,
serius ini gak bisa di download di ip nih??,1,2024-11-11 22:41:08,Negatif,
Kenapa saya tdk bisa buka aplikasi ini,3,2024-11-11 22:22:36,Netral,
"Tidak bisa digunakan, ngga bisa login",1,2024-11-11 22:12:09,Negatif,
Aplikasinya lucu sekali aneh,1,2024-11-11 21:57:27,Negatif,
"min, ini masa di hp ku (vivo) ngestuck di bagian suruh pilih rekapitulasi, bimtek dll?? gak mau login kocak",2,2024-11-11 21:37:20,Negatif,
Gak bisa login macam mana ini,1,2024-11-11 19:58:41,Negatif,
Untuk memudahkan file,5,2024-11-11 19:43:25,Positif,
Aplikasinya sekelas dengan SDM dipemerintahannya.,1,2024-11-11 17:56:42,Negatif,
Ok,5,2024-11-11 17:17:05,Positif,
"Saat dibutuhkan dan dipakai pada hari H, tidak berguna wkwkwk",3,2024-11-11 16:11:52,Netral,
Ko ga bisa di buka yah???,1,2024-11-11 15:57:47,Negatif,
Aplikasi sangat bagus dan mempersulit,1,2024-11-11 15:49:58,Negatif,
ga bisa dibuka,3,2024-11-11 15:43:26,Netral,
Lemot,2,2024-11-11 15:26:24,Negatif,
Aplikasi ga jelas,1,2024-11-11 15:09:59,Negatif,
mantap,5,2024-11-11 15:08:28,Positif,
Koq versi ini gak bisa digunakan.. Apa sengaja di off dulu 😆😆,3,2024-11-11 15:06:16,Netral,
"masa aplikasinya gabisa masuk2 terus sih padahal sudah diulang beberapa kali,percuma saya update teknologi kalau aplikasinya masih kayak gini",1,2024-11-11 15:01:24,Negatif,
Mantap,5,2024-11-11 14:55:04,Positif,
Ok,5,2024-11-11 14:54:58,Positif,
Ko kenapa tidak bisa di gunakan,5,2024-11-11 14:52:56,Positif,
aplikasi ini tidak bisa di upgrade pada versi berikutnya,1,2024-11-11 14:31:10,Negatif,
Tidak bisa login!,1,2024-11-11 14:24:12,Negatif,
Ok,5,2024-11-11 14:12:01,Positif,
Dari masa pemilu nape si ah bikin puyeng terus,1,2024-11-11 13:55:04,Negatif,
Memuaskan,5,2024-11-11 13:44:07,Positif,
Untuk pilkada apakah sudah di update,5,2024-11-11 13:33:34,Positif,
Aplikasi TDK bs di gunakan di hp saya.poco X3 pro iOS 14,5,2024-11-11 13:14:37,Positif,
Mantap,3,2024-11-11 13:02:29,Netral,
"Apk tolol buat gini aja gak becus,giliran korup baru pada pintar.",1,2024-11-11 13:01:12,Negatif,
Update versi nyaaa,3,2024-11-11 12:58:36,Netral,
Versi berapa yg bagus ? Dan bh Isa terbuka ?,5,2024-11-11 12:56:14,Positif,
Aplikasi bobrok....tlg google hapus saja apps ini dari playstore...ini apps kategory spam...,1,2024-11-11 12:54:45,Negatif,
Versi terbaru kapan diupgrade?,3,2024-11-11 12:48:31,Netral,
Gk update,1,2024-11-11 12:45:39,Negatif,
Kaga bisa di buka,1,2024-11-11 12:37:16,Negatif,
Bosokk,1,2024-11-11 12:20:53,Negatif,
Sudah tidak dapat di gunakan versi ini,5,2024-11-11 12:16:40,Positif,
Ini sudah berkali² saya unistal tetap tidak bisa di loggin,2,2024-11-11 12:09:06,Negatif,
Belum terapdut,1,2024-11-11 12:04:47,Negatif,
"Utk sirekap versi trbaru, tautan link nya sy terima d group admin sirekap dan itu sdh versi 2.71 , kl yg d playstore ini msh versi 2.55. KPPS bs tnya k PPS atau PPK trkait tautan link download nya. Jd mreka yg download dr play store ada ket aplikasi tdk berlaku / tdk bs d pergunakan. 🙏",3,2024-11-11 12:00:40,Netral,
Terimakasih sangat membantu pada Kpps,5,2024-11-11 11:53:50,Positif,
Ga bisa buka aplikasi ya,1,2024-11-11 11:44:56,Negatif,
Aplikasi versi ini sudah tidak bisa digunakan 😭,2,2024-11-11 11:43:37,Negatif,
"Gagal mendapatkan kuci digital, katanya di suruh clear data apk dulu, udh dilakuin, ttp aja, nggk bisa, knp?, pusing dr kemarin nyoba berbagai cara, ttp aja nggk bisa.",1,2024-11-11 11:43:24,Negatif,
Bagus,5,2024-11-11 11:40:31,Positif,
Negara besar belum mampu atau memang sengaja tdk dimampukan menyediakan aplikasi untuk hajat nasional sepenting ini.... Memalukan,1,2024-11-11 11:37:16,Negatif,
susah,1,2024-11-11 11:32:56,Negatif,
Juruani susanti,5,2024-11-11 11:29:52,Positif,
Saya mendaftar Anggota kpps sebagai posisi apk sirekap saya sudah menerima link dan verifikasi untuk login namuh aplikasi sirekap tetap tidak bisa di buka tolong bantu saya,2,2024-11-11 11:28:56,Negatif,
Aplikasi yang dikirim kpu langsung tapi versi yang tidak bisa dibuka kocak,1,2024-11-11 11:06:39,Negatif,
siiip,5,2024-11-11 10:55:14,Positif,
Bagus,5,2024-11-11 10:53:57,Positif,
Ternyata versi nya masih belum di upgrade,3,2024-11-11 10:32:25,Netral,
"Baru saja download, trus mau login, tulisan nya aplikasi ini sudah tidak di gunakan.. Punya pemerintah lho ini wkwk",1,2024-11-11 10:24:38,Negatif,
ok,5,2024-11-11 10:19:36,Positif,
Bagus,5,2024-11-11 10:17:22,Positif,
Sangat membantu,5,2024-11-11 10:09:45,Positif,
Udah di instal tapi gak bisa login kenapa yah ???,2,2024-11-11 10:04:37,Negatif,
Ga bisa terpakai,1,2024-11-11 10:02:37,Negatif,
Eror mulu,1,2024-11-11 10:01:22,Negatif,
Baik,5,2024-11-11 10:00:37,Positif,
Bagud,5,2024-11-11 09:55:56,Positif,
Ngeleg,5,2024-11-11 09:50:11,Positif,
"siap, untuk update sirekap",5,2024-11-11 09:43:51,Positif,
Bagussss,5,2024-11-11 09:38:40,Positif,
Sudah tidak bisa digunakan,1,2024-11-11 09:32:18,Negatif,
Sangat membantu dalam rekap,5,2024-11-11 09:24:20,Positif,
Sangat lucu ya aplikasi pemerintah kok seperti ini... Hampir semua smartphone tidak bisa terinstal Aneh sekali,1,2024-11-11 09:16:55,Negatif,
Ko nggak bisa masuk padahal kemarin bisa langsung masuk sekarang malah kesana kesini versi sudah tidak bisa di gunakan,1,2024-11-11 09:00:37,Negatif,
Bagus,5,2024-11-11 08:58:09,Positif,
Prangkat tidak kompatibel rungkaadd,1,2024-11-11 08:57:57,Negatif,
Good,5,2024-11-11 08:56:26,Positif,
Aplikasi tidak bisa di buka,5,2024-11-11 08:49:15,Positif,
Ada masalah apa sih kawan Aku pake hp dengan versi android 14. Kenapa ngga bisa buat ngebuka,1,2024-11-11 08:47:02,Negatif,
Mudah-mudahan bisa memudahkan pekerjaan sebagai petugas KPPS,3,2024-11-11 08:28:08,Netral,
Ok,5,2024-11-11 08:03:51,Positif,
PERLU PERBAIKAN,1,2024-11-11 08:03:31,Negatif,
Tlg di upgared donk,5,2024-11-11 08:03:14,Positif,
"Kita menemukan bebrapa bug, di aplikasinya. sedikit kritik aplikasi sekelas pemerintahan seharusnya malu.",1,2024-11-11 07:59:03,Negatif,
Pilkada 2024,4,2024-11-11 07:58:59,Positif,
Pernah menjadi Anggota kpps,2,2024-11-11 07:57:08,Negatif,
"Agak aneh soalnya,,, Aplikasi tidak bisa digunakan lagi, padahal kita baru loging perdana.",5,2024-11-11 07:41:51,Positif,
App nya ga bisa submit,1,2024-11-11 07:37:52,Negatif,
"Kasih jempol saja tapi kebawah. Jelek, belum siap digunakan, memaksakan, meresahkan",1,2024-11-11 07:34:39,Negatif,
Apk nya paya,2,2024-11-11 07:29:18,Negatif,
Mantap,5,2024-11-11 07:23:40,Positif,
Berjalan dengan Sukses,5,2024-11-11 07:15:53,Positif,
kenapa gak bisa di buka,2,2024-11-11 06:54:05,Negatif,
Best,5,2024-11-11 06:53:12,Positif,
Sangat tepat,5,2024-11-11 06:51:52,Positif,
"Pengalaman saya menggunakan aplikasi ini sangat bagus,karena dokumen² yang ada didalamny orang tidak tahu selain kita.",5,2024-11-11 06:43:48,Positif,
Aplikasi yg sangat jelek sudah didownload tapi tidak bisa dibuka,1,2024-11-11 06:41:56,Negatif,
Afk perlu di kembangkan kambeli,1,2024-11-11 06:41:32,Negatif,
"Baru donlod aplikasi, suruh pasang kunci layar, udah gitu ga bisa jg. Trus suruh kunci pakai sidik jari. Aku yg ga pernah ngunci hp, jd bingung sendiri.",2,2024-11-11 06:39:34,Negatif,
Cara mempersulit hidup 🤣,1,2024-11-11 06:27:42,Negatif,
Bagus aplikasi ini,3,2024-11-11 05:59:57,Netral,
Ribet,1,2024-11-11 05:15:51,Negatif,
Ok,5,2024-11-11 05:11:49,Positif,
Penggunaan aplikasi ini mudah,4,2024-11-11 05:08:34,Positif,
Udh ke download tapi gak bisa dibuka,1,2024-11-11 05:06:37,Negatif,
Terlalu buruk.,1,2024-11-11 05:05:30,Negatif,
"Aplikasi versi ini tidak dapat di gunakan,coba tolong dibuatkan pembaruannya/updatenya ,",1,2024-11-11 05:02:52,Negatif,
Ok,5,2024-11-11 04:57:46,Positif,
"Yang buat aplikasi tolong di benerin lah, masa bentar lagi apk mau di pake ada tulisan apk ini tidak dapat di gunakan, terus di grup malah di kasih link buat instal apk. Mana pas di klik muncul itu apk berbahaya, bisa ada virus nya, bisa nyuri data juga, bisa bocor informasi di hp juga. Piye toh. Kita tuh cuma mau kerja, kalau mau memfasilitasi yang bener dong bikin apk nya. Sekelas pemerintah ko bikin aplikasi gak karuan gini. Plin plan. Musingin yang make aja. Tambah pajuriwet",1,2024-11-11 04:50:45,Negatif,
Agak sedikit lelet,4,2024-11-11 04:49:30,Positif,
Ini pak masih aktif kan atau kadaluarsa,1,2024-11-11 04:49:04,Negatif,
"kalau udah gak bisa pakai versi ini setidaknya upgrade melalui playstore,udah coba download pake link yang dikasi dari sononya juga g bisa eughh,udah mendekati hari h tapi masih banyak yang belum bisa masuk apk!",1,2024-11-11 04:33:37,Negatif,
"Aplikasi pemerintah ini bobrokk, bikin onar, sekelas KPU ga bisa mengoptimalkan jangankan bekerja, login aja susah. Saya rasa ga ada lagi judul berita tv yg semenyakitkan ""SUARA RAKYAT VS SIREKAP""",1,2024-11-11 04:31:49,Negatif,
Mantap sekali,5,2024-11-11 04:30:00,Positif,
Parah sih,1,2024-11-11 04:24:23,Negatif,
Baik,5,2024-11-11 04:19:07,Positif,
Aplikasi patah tidak berguna,1,2024-11-11 04:12:38,Negatif,
Kereeennn,5,2024-11-11 03:53:26,Positif,
Bagus banget bjir wkwk,3,2024-11-11 03:52:41,Netral,
Tidak bisa masuk ke aplikasi,1,2024-11-11 03:50:53,Negatif,
Saya pernah menjadi kpps pemegang aplikasi sirekap dari pilkada 2020,5,2024-11-11 03:45:25,Positif,
Sangat membantu,5,2024-11-11 03:38:24,Positif,
Bagus dan cepat,5,2024-11-11 03:36:53,Positif,
Mantul,5,2024-11-11 03:29:10,Positif,
"Kalau nggak butuh² amat ne aplikasi malas benar dah, ini sudah puluhan kali instal trus uninstall. Aplikasi sudah tidak berlaku terus kenapa di arahkan kesini kalau tidak berlaku 😵‍💫",2,2024-11-11 03:25:00,Negatif,
sirekap,5,2024-11-11 03:09:22,Positif,
Aplikasi bobrok gini masih jg dipake !!! Apa aja kerja kalian yg di kpu !!! Hadeeuh,1,2024-11-11 03:07:11,Negatif,
Maju terus Negriku,5,2024-11-11 03:06:49,Positif,
Mantap,5,2024-11-11 02:57:55,Positif,
Sangat baik untuk digunakan,5,2024-11-11 02:56:45,Positif,
Baik cuma saya blum dapat username dan password,3,2024-11-11 02:54:59,Netral,
Aplikasi tidak bisa digunakan....versi sdh beda....tolong diupgrade buat besok batasnya,3,2024-11-11 02:48:01,Netral,
Sempat login tapi pas mau login lagi invalid password Ama username,3,2024-11-11 02:21:15,Netral,
Keren,5,2024-11-11 02:17:29,Positif,
Tidak dapat uptudate apk ini,5,2024-11-11 02:16:24,Positif,
"Dh bolak balik download.kenapa tetap saja GK bisa di buka? Dan bilang ""versi ini sudah tidak dapat di gunakan"" trus",4,2024-11-11 02:11:34,Positif,
Sabar Aja malahan aplikasi ini lebih bagus. Darinkemarin. Untuk gubenur dan walkot . Di di kelurahan kamu membuat aplikasi versi Offline nya biar permudah perhitungan. 🙏,5,2024-11-11 02:10:11,Positif,
Aps kurang update,3,2024-11-11 02:01:24,Netral,
Masih terkendala belum bisa submit,5,2024-11-11 01:10:50,Positif,
Semoga Sirekap Lancar gada gangguan,5,2024-11-11 00:51:20,Positif,
"Bagus,, tpi kadang ada masalah gx mau masuk",3,2024-11-11 00:44:28,Netral,
"Bernar"" kacau🤦🏻 kok bukan makin bagus malahan makin jelek, sudah didownload malahan GK bisa digunakan. Mohon maaf namun setidaknya sebelum anda menghimbau penguna direkap untuk mendownload Aplikasih direkap mendingan dites dan diuji coba dulu kelayakan dan fungsih direkap itu sendiri apakah layak dan berhasil digunakan apa tidak! Saat pemilu direkap tinyatakan Eror kok sekarang saat pilkada malahan lebih kacau..! Buat aja aplikasih lain..",1,2024-11-11 00:12:42,Negatif,
Parah..,1,2024-11-11 00:08:46,Negatif,
Apalah,1,2024-11-11 00:05:06,Negatif,
tidak berguna,1,2024-11-10 23:20:35,Negatif,
"Asli, mereka ga belajar dari waktu kasus Pilpres kemarin. Aplikasi error masih aja dipake",1,2024-11-10 23:07:21,Negatif,
susah loading tetus,1,2024-11-10 23:06:18,Negatif,
Apa ini gak guna,1,2024-11-10 22:39:38,Negatif,
Aplikasi versi ini udah tidak bisa di gunakan,4,2024-11-10 22:28:49,Positif,
Ini masukan ya BPK/ibu terlebih Khusus Admin Atau pencipta Aplikasi ini . Kalo apknya sudah kadaluarsa dan Versinya sudah tidak bisa di gunakan Silahkan di upgrade kembali dong biar kita jangan buang2 Kuota Kita hanya Mendownload Apk ini ketika Di buka mohon mahaf aplikasi versi ini sudah tidak dapat digunakan 🙄 Mohon ditindak lanjuti 🙏 Terimakasih,5,2024-11-10 22:09:18,Positif,
Oke,5,2024-11-10 21:35:32,Positif,
aplikasi tidak dapat diakses,1,2024-11-10 21:19:44,Negatif,
Aplikasi tidak bisa di gunakan,1,2024-11-10 18:53:54,Negatif,
Saya tidak bisa daftar ni tolong bantu saya daftar k,5,2024-11-10 17:44:25,Positif,
Update woy,1,2024-11-10 17:29:23,Negatif,
"Aplikasi gak jelas, padahal linknya langsung dari KPU,, 🤔, Parah",1,2024-11-10 17:19:31,Negatif,
Mantap,5,2024-11-10 17:04:55,Positif,
"Wis kacau , aplikasi nya sudah tidak dapat di gunakan .. Itu maksudnya apa yah",1,2024-11-10 16:50:06,Negatif,
"Sudah 3x pegang sirekap ga ada perubahan, bermasalah terus....",1,2024-11-10 16:45:43,Negatif,
Saya maunya sirekap terbaru,1,2024-11-10 16:16:08,Negatif,
"Udah di download gs bisa di buka, tulisannya aplikasi ini sudah tidak dapat digunakan gimana ini",2,2024-11-10 16:11:14,Negatif,
Sangat buruk tidak bermanfaat,1,2024-11-10 16:10:51,Negatif,
Gimana ini udah dikirim link dari KPU tapi ketika di istal dan buka aplikasi sudah tidak berlaku katanya gimana ini,1,2024-11-10 15:57:36,Negatif,
Masa dapat Likn langsung diarahkan ke Playsore di buka Versi ini sudah Tidak digunakan Lagi😡,1,2024-11-10 15:45:26,Negatif,
Ok sipp,5,2024-11-10 15:43:12,Positif,
luar biasa,5,2024-11-10 15:25:00,Positif,
"Tolong Kameranya dibenerin biar ngga delay, cape banget hp udah geser masa kameranya belum",1,2024-11-10 15:15:53,Negatif,
aplikasi sangat tidak bagus,1,2024-11-10 15:10:22,Negatif,
Sudah di donlod tapi gak mau di bukak ada tulisan aplikasi ini sudak tidak di pakai,1,2024-11-10 15:01:25,Negatif,
"Aplikasi bapuk, padahal tendernya gede juga",1,2024-11-10 15:01:08,Negatif,
Mantaab,5,2024-11-10 14:51:25,Positif,
Sudah didownload malah aplikasinya sudah tidak terpakai. Gak jelas,1,2024-11-10 14:40:31,Negatif,
Menyala,5,2024-11-10 14:35:29,Positif,
"Aplikasi yang belum siap tapi dipaksakan ya gini , buang buang anggaran aja , tolong di benahi lagi dong untuk apk si rekap",1,2024-11-10 14:33:58,Negatif,
Tidak bisa masuk apk,5,2024-11-10 14:33:29,Positif,
Sangat sangat lemot,5,2024-11-10 14:27:39,Positif,
Pemborosan uang rakyat di pakai buat aplikasi yang ga guna,1,2024-11-10 14:23:08,Negatif,
Good,2,2024-11-10 14:18:10,Negatif,
benar,5,2024-11-10 14:11:06,Positif,
Aplikasi versi ini sudah tidak dapat di gunakan.klo blm siap jgn di publikasikan dong.nanti di saat hari H nya error .,1,2024-11-10 14:10:11,Negatif,
Tidak bisa di buka,1,2024-11-10 14:06:54,Negatif,
"Aplikasi versi ini sudah tidak dapat di gunakan,, maksudnya",2,2024-11-10 14:03:38,Negatif,
Di kasih link dari kpu pas di alihkan ke PlayStore malah aplikasi versi ini tdk bisa di gunakan.. Di Indonesia kaya gk ada lagi orang pintar IT. Developer yg skrg sangat buruk.,1,2024-11-10 13:57:16,Negatif,
Baik,4,2024-11-10 13:56:57,Positif,
Kenapa belum di ubah ke versi terbaru.. karna suda di instal tapi setelah buka. versi lama dan tidak dapat di gunakan,2,2024-11-10 13:48:22,Negatif,
Tidak bisa login di Hp vivo n oppo,1,2024-11-10 13:47:34,Negatif,
Ingin mengetahui lebih lagi bagaimana cara menggunakan aplikasi sirekap,5,2024-11-10 13:46:57,Positif,
Aplikasi versi ini sudah tidak bisa di gunakan....gunakan versi anda sendiri 🤣,1,2024-11-10 13:45:07,Negatif,
"""aplikasi versi ini sudah tidak dapat digunakan"" Hape gw yang gak support apa sistemnya yang tidak berjalan pada semestinya?? *Confused!!!*",1,2024-11-10 13:41:43,Negatif,
Aplikasi sdh tdk bs di gunakan tp di sarankan dr wa KPU surun login..hadeehhh,1,2024-11-10 13:40:03,Negatif,
Gagal mendapatkan kunci digital. Gimana solusinya,2,2024-11-10 13:27:20,Negatif,
"Bagaimana cara mendapatkan link aktivasi, karena saya sudah mengklik link tapi yang muncul adalah token expired ?",1,2024-11-10 13:22:09,Negatif,
Bagus sekali aplikasi ini,5,2024-11-10 13:20:56,Positif,
Tolong di update ke versi terbaru karena aplikasi versi ini tidak bisa di gunakan.,3,2024-11-10 13:18:01,Netral,
Nice,5,2024-11-10 13:17:37,Positif,
Update sirekap dulu pak yang terbaru soalnya yang lama tidak bisa di pakai lagi,3,2024-11-10 13:05:41,Netral,
busuk,1,2024-11-10 12:52:32,Negatif,
Kocak dapat link dari kpu tetep aja ngebug. Versi sudah terpakai🤣,1,2024-11-10 12:51:01,Negatif,
"Tolong diperbarui min aplikasinya, soalnya versi sekarang gk bisa dibukak",1,2024-11-10 12:18:09,Negatif,
tidak bisa masuksn kode autenticator,3,2024-11-10 12:10:51,Netral,
Beban,2,2024-11-10 12:10:05,Negatif,
Sangat bagus,5,2024-11-10 12:04:21,Positif,
Ribet susah mau login aja,1,2024-11-10 12:02:06,Negatif,
App tdk jelas,5,2024-11-10 12:01:49,Positif,
Sudah di install...tapi ga bisa sudah di gunakan ..,1,2024-11-10 11:49:05,Negatif,
pas di download keterangan nya aplikasi tidak bisa di gunakan,1,2024-11-10 11:48:34,Negatif,
"Tolong di perbaiki sgera,sdh di install tidk dpt dbuka",5,2024-11-10 11:48:29,Positif,
"Yg ngirim link donload kpu, tapi kok apk- nya udh ga bisa digunakn lagi ya...",1,2024-11-10 11:48:07,Negatif,
"Tolong lah berikan tugas kepada profesional, masa sekelas proyek Nasional kualitas Aplikasinya jelek gini",1,2024-11-10 11:21:58,Negatif,
Aplikasi tidak bisah di buka,5,2024-11-10 11:18:46,Positif,
Sngat mendukung,1,2024-11-10 11:15:14,Negatif,
"Masih ga bisa dibuka versi aplikasinya tidak dapat digunakan ?? Lah ??? Bahkan untuk kunci pengaman tidak disediakan aplikasi, hedeh....... Aplikasi pemerintah loh ini tingkat nasional lagi.... Kalau mmg ada masalah lain selain versi kyk server harusnya dicantumkan kendalanya",1,2024-11-10 11:00:31,Negatif,
Tidak tersedia untuk iphone,1,2024-11-10 10:59:01,Negatif,
Aplikasi sering eror..udah di download tpi nggak bisa di gunakan,4,2024-11-10 10:53:12,Positif,
"Kenapa saya download aplikasi ini tidak dapat di gunakan, gimana solusinya? Saya sudah instal berkali-kali, masih aja tidak dapat di gunakan",1,2024-11-10 10:52:55,Negatif,
Mantap,5,2024-11-10 10:44:58,Positif,
Mantap,5,2024-11-10 10:38:21,Positif,
Mohon diperbaiki. Device Poco x3 pro MIUI 13 pas buka aplikasi (versi aplikasi ini sudah tidak dapat digunakan) padahal sudah terbaru.,5,2024-11-10 10:25:00,Positif,
mantap,5,2024-11-10 10:21:28,Positif,
